student_id,department,gender,admission_year,entrance_score_band,attendance_percentage,internal_marks,assignment_marks,quiz_marks,lab_marks,final_marks,login_count,content_views,assignment_submission_rate,average_session_minutes,gpa,cgpa,backlogs,academic_status,student_risk
STU00023,CSE,F,2023,HIGH,79.41,50.0,21.43,15.0,25.0,70.82,36.5,78.0,65.435,42.575,7.65,8.07,0,GOOD,LOW_RISK
STU00024,EEE,M,2023,LOW,74.0475,45.915,22.572499999999998,12.21,20.3675,47.8025,15.0,34.25,30.8675,20.307499999999997,6.41,6.18,0,AVERAGE,MEDIUM_RISK
STU00025,MECH,M,2022,LOW,77.93,41.7825,21.2875,14.3325,22.695,56.5775,13.25,37.25,37.302499999999995,17.165,6.11,6.59,0,AVERAGE,MEDIUM_RISK
STU00026,CIVIL,F,2021,MEDIUM,74.13333333333333,50.0,24.333333333333332,15.0,24.026666666666667,62.35666666666666,26.0,62.666666666666664,57.18,14.589999999999998,8.52,7.45,0,EXCELLENT,LOW_RISK
STU00027,ECE,F,2021,LOW,67.015,37.81,17.335,7.27,22.130000000000003,37.41,19.5,56.0,20.314999999999998,6.72,4.28,5.14,1,AT_RISK,HIGH_RISK
STU00028,CSE,F,2022,LOW,81.265,45.065,25.0,13.75,25.0,59.239999999999995,28.0,72.0,45.775,20.515,7.0,7.34,0,AVERAGE,MEDIUM_RISK
STU00029,MECH,M,2024,LOW,63.31833333333333,36.751666666666665,12.201666666666668,9.545,15.576666666666668,39.556666666666665,8.0,28.5,9.956666666666665,5.678333333333334,3.57,5.36,3,AT_RISK,HIGH_RISK
STU00030,EEE,M,2023,LOW,85.272,46.760000000000005,25.0,13.11,25.0,63.715999999999994,36.0,101.4,72.24199999999999,30.236,8.51,7.42,0,EXCELLENT,LOW_RISK
STU00031,IT,F,2024,HIGH,67.855,50.0,25.0,15.0,23.05,64.905,14.5,88.0,69.485,26.405,8.45,8.12,0,GOOD,LOW_RISK
STU00032,CSE,F,2022,HIGH,90.09666666666668,49.18,25.0,13.873333333333333,25.0,56.093333333333334,39.666666666666664,113.66666666666667,66.8,34.86,6.56,6.98,0,AVERAGE,MEDIUM_RISK
STU00033,ECE,M,2021,MEDIUM,70.72,44.81333333333333,24.68166666666667,11.295,23.266666666666666,61.596666666666664,25.5,58.833333333333336,46.79333333333333,16.203333333333333,6.17,6.96,0,AVERAGE,MEDIUM_RISK
STU00034,MECH,M,2024,LOW,76.092,48.588,23.863999999999997,13.725999999999999,23.104,74.776,24.8,74.2,47.856,28.276,5.09,8.15,0,AVERAGE,MEDIUM_RISK
STU00035,ECE,F,2024,HIGH,83.36333333333334,50.0,25.0,15.0,25.0,83.61333333333333,52.333333333333336,127.66666666666667,83.38666666666666,35.79,8.62,8.93,0,EXCELLENT,LOW_RISK
STU00036,MECH,F,2024,MEDIUM,62.612,36.82,16.184,10.232,19.606,55.918000000000006,14.2,46.2,22.734,3.6420000000000003,6.2,6.22,0,AVERAGE,MEDIUM_RISK
STU00037,EEE,M,2021,MEDIUM,75.805,37.175,22.345,10.995000000000001,17.135,55.95,33.5,60.0,12.05,5.57,5.42,5.8,0,AVERAGE,MEDIUM_RISK
STU00038,ECE,M,2022,LOW,73.0675,47.465,24.985,13.8875,23.23,48.9475,39.5,77.0,48.8925,22.19,6.77,6.52,0,AVERAGE,MEDIUM_RISK
STU00039,ECE,F,2023,HIGH,88.25333333333333,50.0,25.0,15.0,25.0,73.38,42.666666666666664,132.33333333333334,85.93333333333334,36.84666666666667,7.26,8.27,0,GOOD,LOW_RISK
STU00040,CIVIL,M,2021,LOW,76.31666666666666,50.0,24.326666666666668,10.87,23.80666666666667,41.51,21.0,80.0,48.48666666666667,19.330000000000002,6.09,6.49,0,AVERAGE,MEDIUM_RISK
STU00041,CSE,M,2022,MEDIUM,71.13,49.13333333333333,22.163333333333338,12.773333333333333,25.0,56.343333333333334,24.0,33.666666666666664,52.03,23.34,6.12,7.24,0,AVERAGE,MEDIUM_RISK
STU00042,CIVIL,M,2021,MEDIUM,90.92750000000001,50.0,25.0,15.0,25.0,97.1325,58.5,170.5,96.575,35.1725,9.08,9.63,0,EXCELLENT,LOW_RISK
STU00043,CIVIL,F,2023,LOW,75.105,48.836666666666666,23.07166666666667,12.978333333333333,23.686666666666667,53.21333333333334,23.833333333333332,72.83333333333333,45.19833333333333,17.7,6.87,6.85,0,AVERAGE,MEDIUM_RISK
STU00044,ECE,F,2022,HIGH,75.91499999999999,50.0,25.0,15.0,25.0,66.68,43.0,113.0,78.805,26.57,7.66,7.6,0,GOOD,LOW_RISK
STU00045,EEE,M,2023,HIGH,86.3275,48.5925,24.1225,14.73,23.835,63.0475,30.0,82.5,54.912499999999994,23.447499999999998,8.23,7.48,0,GOOD,LOW_RISK
STU00046,CSE,M,2021,HIGH,77.86,49.425,23.52,14.475,24.9225,55.0975,22.5,57.0,56.582499999999996,27.355,7.13,7.14,0,GOOD,LOW_RISK
STU00047,CIVIL,M,2021,HIGH,74.01599999999999,48.088,21.648,14.02,21.75,47.726,29.0,45.8,33.996,14.978,7.46,6.7,0,GOOD,LOW_RISK
STU00048,IT,M,2021,LOW,81.6075,49.315,18.68,15.0,22.1375,52.0025,30.75,62.75,56.86,21.38,8.41,7.31,0,GOOD,LOW_RISK
STU00049,MECH,F,2022,LOW,83.295,42.32,25.0,13.280000000000001,20.835,47.7,15.0,73.0,47.8,17.285,6.41,6.4,0,AVERAGE,MEDIUM_RISK
STU00050,CIVIL,F,2022,LOW,80.664,48.17,24.107999999999997,14.818000000000001,25.0,59.91799999999999,32.8,90.8,64.388,23.898,7.51,7.56,0,GOOD,LOW_RISK
STU00051,CSE,F,2021,LOW,77.8375,42.98,19.427500000000002,14.3425,21.0875,49.9525,32.0,38.75,34.965,18.575,5.76,5.98,0,AVERAGE,MEDIUM_RISK
STU00052,IT,M,2022,MEDIUM,82.725,50.0,17.38,13.36,16.98,42.974999999999994,17.0,58.5,41.175,31.96,6.17,6.46,0,AVERAGE,MEDIUM_RISK
STU00053,CSE,F,2022,MEDIUM,68.912,45.088,17.244,7.914,21.03,54.536,23.6,28.8,25.086,10.809999999999999,6.59,7.04,0,AVERAGE,MEDIUM_RISK
STU00054,IT,F,2021,LOW,79.77,48.88666666666666,24.963333333333335,13.546666666666667,21.923333333333336,56.10666666666666,24.0,61.666666666666664,45.86333333333334,22.923333333333332,6.79,7.39,0,AVERAGE,MEDIUM_RISK
STU00055,ECE,M,2023,HIGH,66.03666666666668,39.10333333333333,13.363333333333335,12.96,15.833333333333334,35.75,4.0,34.0,8.866666666666667,11.19,7.18,5.41,0,GOOD,LOW_RISK
STU00056,MECH,M,2023,HIGH,91.91,50.0,25.0,14.819999999999999,25.0,86.014,54.4,135.2,91.99199999999999,36.364,9.54,9.24,0,EXCELLENT,LOW_RISK
STU00057,EEE,M,2023,MEDIUM,72.988,38.158,24.354,14.228,22.594,52.426,21.2,59.2,41.286,12.452000000000002,7.63,6.21,0,GOOD,LOW_RISK
STU00058,CSE,M,2024,HIGH,91.1075,50.0,25.0,15.0,25.0,85.67,52.0,151.5,78.39750000000001,31.085,9.41,9.47,0,EXCELLENT,LOW_RISK
STU00059,EEE,M,2023,LOW,91.676,50.0,25.0,15.0,25.0,68.026,58.8,139.0,85.67999999999999,32.506,8.12,8.02,0,GOOD,LOW_RISK
STU00060,IT,F,2021,HIGH,85.565,41.666666666666664,23.748333333333335,14.448333333333332,25.0,77.35333333333334,46.666666666666664,100.0,72.395,37.88333333333333,9.12,8.53,0,EXCELLENT,LOW_RISK
STU00061,IT,M,2021,LOW,92.7025,50.0,25.0,15.0,25.0,76.735,48.75,130.5,78.1575,34.495000000000005,8.56,8.91,0,EXCELLENT,LOW_RISK
STU00062,ECE,F,2021,MEDIUM,75.25833333333334,47.11333333333334,21.915000000000003,14.416666666666666,23.429999999999996,47.37833333333333,25.166666666666668,81.33333333333333,43.949999999999996,14.786666666666667,6.58,6.39,0,AVERAGE,MEDIUM_RISK
STU00063,MECH,M,2022,HIGH,64.765,44.205,17.22,6.195,19.06,49.625,7.5,38.0,34.865,3.18,7.82,6.77,0,GOOD,LOW_RISK
STU00064,IT,F,2024,LOW,67.434,41.660000000000004,20.009999999999998,12.414,19.822,33.908,19.0,41.4,19.602,7.098000000000001,6.94,5.38,0,AVERAGE,MEDIUM_RISK
STU00065,ECE,M,2022,HIGH,92.95333333333333,50.0,25.0,14.263333333333334,23.650000000000002,73.95666666666666,59.0,121.66666666666667,73.80666666666667,25.639999999999997,7.93,8.15,0,GOOD,LOW_RISK
STU00066,CIVIL,F,2022,HIGH,90.29666666666667,48.11333333333334,24.233333333333334,14.226666666666667,25.0,87.03666666666668,47.0,100.66666666666667,74.23666666666666,30.106666666666666,9.64,9.31,0,EXCELLENT,LOW_RISK
STU00067,CIVIL,M,2021,HIGH,85.888,49.766,24.419999999999998,13.496,22.4,69.068,38.2,116.8,64.708,21.89,7.74,7.92,0,GOOD,LOW_RISK
STU00068,MECH,F,2023,HIGH,85.36,50.0,25.0,15.0,25.0,81.375,58.5,75.5,67.875,31.814999999999998,8.51,9.1,0,EXCELLENT,LOW_RISK
STU00069,CIVIL,M,2023,HIGH,95.23666666666666,50.0,25.0,15.0,25.0,77.68,48.666666666666664,125.66666666666667,78.2,36.59666666666667,8.9,8.74,0,EXCELLENT,LOW_RISK
STU00070,EEE,F,2024,LOW,71.14333333333333,43.45666666666667,21.761666666666667,12.038333333333334,20.05,43.830000000000005,19.5,27.666666666666668,33.07,17.495,6.62,6.46,0,AVERAGE,MEDIUM_RISK
STU00071,MECH,M,2022,MEDIUM,73.345,41.6625,19.985,14.09,19.525,53.79,18.75,33.0,35.225,17.935,5.38,6.63,0,AVERAGE,MEDIUM_RISK
STU00072,MECH,F,2023,LOW,88.98400000000001,50.0,23.098000000000003,15.0,25.0,70.514,48.0,128.2,87.76599999999999,31.498,8.57,8.58,0,EXCELLENT,LOW_RISK
STU00073,IT,F,2022,HIGH,64.425,42.8875,16.927500000000002,12.79,15.8575,48.545,13.5,49.25,38.065,16.4775,6.99,6.22,0,AVERAGE,MEDIUM_RISK
STU00074,IT,M,2022,MEDIUM,66.42,36.77333333333333,21.366666666666664,10.79,21.169999999999998,36.24,6.0,17.666666666666668,26.826666666666668,5.576666666666667,3.8,5.01,1,AT_RISK,HIGH_RISK
STU00075,IT,F,2023,HIGH,87.87,49.994,25.0,15.0,25.0,68.416,41.4,104.4,86.934,26.959999999999997,9.27,8.21,0,EXCELLENT,LOW_RISK
STU00076,IT,F,2023,MEDIUM,80.57249999999999,49.9375,23.3725,15.0,25.0,67.125,36.0,110.25,72.445,32.67,7.65,7.88,0,GOOD,LOW_RISK
STU00077,IT,F,2022,MEDIUM,65.61,50.0,16.759999999999998,13.34,23.845,58.155,33.5,81.5,60.80500000000001,27.17,7.05,7.42,0,GOOD,LOW_RISK
STU00078,IT,M,2023,LOW,68.924,43.18,16.622,13.09,18.134,52.605999999999995,13.6,38.2,30.830000000000002,4.486,4.68,6.77,0,AT_RISK,HIGH_RISK
STU00079,MECH,F,2022,LOW,74.66,37.5325,18.6325,11.842500000000001,20.11,49.832499999999996,11.75,51.75,34.04,7.6525,6.7,6.38,0,AVERAGE,MEDIUM_RISK
STU00080,CIVIL,F,2024,LOW,72.73333333333333,45.24,17.526666666666667,11.0,17.0,58.38666666666668,29.666666666666668,68.33333333333333,27.826666666666668,15.476666666666667,6.59,7.26,0,AVERAGE,MEDIUM_RISK
STU00081,EEE,F,2022,HIGH,72.97,42.405,22.884999999999998,6.715,22.5,38.120000000000005,17.0,30.5,12.23,2.0,6.29,6.18,0,AVERAGE,MEDIUM_RISK
STU00082,CSE,F,2022,MEDIUM,68.02799999999999,44.35,23.008,13.288,19.610000000000003,51.525999999999996,32.4,67.6,44.992000000000004,13.282,7.61,7.03,0,GOOD,LOW_RISK
STU00083,ECE,M,2021,HIGH,76.88,40.754999999999995,16.465,10.495,23.61,61.339999999999996,28.5,71.0,54.185,6.855,6.65,6.14,0,AVERAGE,MEDIUM_RISK
STU00084,CIVIL,M,2024,LOW,63.09,38.76,19.42,9.455,22.490000000000002,62.974999999999994,19.5,69.5,50.245000000000005,17.395,5.22,7.1,0,AVERAGE,MEDIUM_RISK
STU00085,CIVIL,F,2024,HIGH,74.47833333333334,40.335,19.599999999999998,13.995,22.285,50.28666666666667,23.5,54.166666666666664,51.38833333333333,15.65,6.05,6.51,0,AVERAGE,MEDIUM_RISK
STU00086,CSE,M,2024,HIGH,95.24166666666667,50.0,25.0,15.0,25.0,75.55166666666666,61.166666666666664,150.33333333333334,91.90666666666668,46.225,8.28,8.49,0,GOOD,LOW_RISK
STU00087,CSE,F,2022,MEDIUM,75.308,48.378,23.78,13.534,19.85,59.025999999999996,34.8,59.0,52.468,15.222,8.65,7.54,0,EXCELLENT,LOW_RISK
STU00088,EEE,F,2023,LOW,77.14666666666666,34.553333333333335,18.313333333333333,12.12,19.433333333333334,45.11666666666667,26.333333333333332,5.0,22.77,14.15333333333333,4.31,5.03,0,AT_RISK,HIGH_RISK
STU00089,IT,F,2024,LOW,79.215,39.845,21.13,15.0,21.41,36.725,27.5,72.0,47.16,10.8,4.7,5.33,0,AT_RISK,HIGH_RISK
STU00090,MECH,F,2022,MEDIUM,88.888,50.0,25.0,14.764,22.86,68.856,49.2,84.6,71.928,29.446000000000005,7.51,8.12,0,GOOD,LOW_RISK
STU00091,EEE,F,2022,MEDIUM,66.08999999999999,48.026666666666664,22.95,12.17,20.71,64.52,27.666666666666668,58.666666666666664,33.4,24.256666666666664,7.25,7.73,0,GOOD,LOW_RISK
STU00092,ECE,F,2023,MEDIUM,73.358,38.006,19.878,12.703999999999999,22.236,54.738,14.4,21.2,35.586,13.274000000000001,6.83,6.2,0,AVERAGE,MEDIUM_RISK
STU00093,ECE,M,2022,MEDIUM,62.20666666666667,28.753333333333334,12.51,6.676666666666667,13.773333333333333,35.346666666666664,4.333333333333333,36.666666666666664,17.99,17.150000000000002,4.88,4.29,0,AT_RISK,HIGH_RISK
STU00094,CSE,M,2024,MEDIUM,75.16499999999999,35.96,11.567499999999999,13.445,15.7775,38.457499999999996,6.75,19.0,17.9925,9.95,4.11,5.2,0,AT_RISK,HIGH_RISK
STU00095,CSE,F,2022,MEDIUM,77.12,50.0,25.0,15.0,25.0,62.07,37.5,80.5,54.11,20.4,9.01,8.0,0,EXCELLENT,LOW_RISK
STU00096,IT,M,2024,HIGH,88.5125,47.6625,25.0,15.0,24.5,67.8,40.5,123.25,73.32,20.3275,8.23,8.17,0,GOOD,LOW_RISK
STU00097,CIVIL,F,2022,HIGH,86.82,49.199999999999996,23.939999999999998,12.530000000000001,22.24,45.61333333333334,7.333333333333333,69.33333333333333,47.846666666666664,28.686666666666667,5.99,6.96,0,AVERAGE,MEDIUM_RISK
STU00098,CSE,F,2024,LOW,81.365,47.135,24.973333333333333,14.795,23.548333333333332,63.83166666666667,35.333333333333336,86.83333333333333,55.99166666666667,28.498333333333335,7.03,7.27,0,GOOD,LOW_RISK
STU00099,EEE,F,2022,HIGH,82.152,48.686,23.503999999999998,13.818000000000001,24.036,54.718,34.4,89.0,59.052,23.548,7.35,6.91,0,GOOD,LOW_RISK
STU00100,CIVIL,M,2021,LOW,69.76333333333334,44.52333333333333,18.846666666666668,7.59,20.84,54.97666666666667,22.166666666666668,65.83333333333333,32.285,15.283333333333333,7.34,6.78,0,GOOD,LOW_RISK
STU00101,ECE,F,2021,MEDIUM,72.785,50.0,16.59,10.605,21.605,58.2,17.0,79.5,32.985,17.83,7.21,7.34,0,GOOD,LOW_RISK
STU00102,MECH,F,2023,MEDIUM,81.50999999999999,25.0,25.0,14.79,25.0,54.99,23.0,73.0,61.235,35.765,6.93,6.74,0,AVERAGE,MEDIUM_RISK
STU00103,MECH,F,2021,HIGH,73.67833333333333,43.81,21.631666666666664,13.086666666666666,21.655,68.37333333333333,23.666666666666668,57.0,46.550000000000004,24.708333333333332,6.55,7.53,0,AVERAGE,MEDIUM_RISK
STU00104,MECH,M,2022,HIGH,80.652,50.0,22.241999999999997,15.0,25.0,69.86800000000001,46.4,81.6,55.553999999999995,25.084,8.85,8.4,0,EXCELLENT,LOW_RISK
STU00105,CSE,M,2022,HIGH,69.952,47.374,19.636000000000003,12.276,21.714000000000002,47.742000000000004,19.4,54.8,33.556,16.118000000000002,5.35,6.62,0,AVERAGE,MEDIUM_RISK
STU00106,ECE,M,2024,HIGH,78.6325,47.775,24.7275,14.307500000000001,25.0,66.745,49.25,95.75,63.77,14.7125,9.24,7.94,0,EXCELLENT,LOW_RISK
STU00107,EEE,F,2023,HIGH,81.246,50.0,24.972,14.038,25.0,65.774,23.4,83.6,68.28,33.748000000000005,9.06,8.15,0,EXCELLENT,LOW_RISK
STU00108,ECE,M,2023,LOW,56.0125,25.6975,8.85,9.745000000000001,14.2875,30.99,2.75,13.75,25.02,3.355,5.13,4.3,0,AVERAGE,MEDIUM_RISK
STU00109,IT,F,2024,LOW,87.185,49.54833333333334,24.391666666666666,14.018333333333333,25.0,68.17,41.5,98.66666666666667,76.27666666666666,29.349999999999998,8.37,7.89,0,GOOD,LOW_RISK
STU00110,CSE,M,2023,LOW,67.54333333333334,29.75333333333333,20.35,11.726666666666667,14.746666666666668,45.56333333333333,5.0,64.66666666666667,31.69333333333333,6.016666666666667,6.45,5.31,0,AVERAGE,MEDIUM_RISK
STU00111,MECH,M,2024,MEDIUM,79.3,50.0,25.0,14.74,25.0,55.495000000000005,32.5,52.0,59.72,20.52,8.17,7.6,0,GOOD,LOW_RISK
STU00112,CSE,F,2024,HIGH,77.41666666666667,48.48666666666667,24.59166666666667,14.13,22.51,60.13666666666666,38.666666666666664,100.16666666666667,56.655,24.48,7.52,7.21,0,GOOD,LOW_RISK
STU00113,EEE,F,2022,HIGH,66.32000000000001,40.17666666666667,21.346666666666664,14.806666666666667,15.833333333333334,46.46333333333333,13.333333333333334,34.0,21.84,20.463333333333335,6.22,6.07,0,AVERAGE,MEDIUM_RISK
STU00114,IT,F,2024,MEDIUM,81.72,49.6875,23.7275,14.02,22.87,76.5325,38.0,118.75,72.29,32.3775,8.41,8.19,0,GOOD,LOW_RISK
STU00115,MECH,F,2022,MEDIUM,78.224,46.128,24.328,12.913999999999998,22.242,52.122,31.0,62.8,49.77,24.476,6.26,6.63,0,AVERAGE,MEDIUM_RISK
STU00116,CIVIL,M,2024,HIGH,75.47999999999999,46.894999999999996,23.865000000000002,14.2,21.509999999999998,70.615,20.0,41.5,45.22,18.805,7.66,8.1,0,GOOD,LOW_RISK
STU00117,ECE,F,2024,MEDIUM,65.855,42.980000000000004,22.744999999999997,8.075,21.8,44.81,14.0,42.0,23.125,10.84,6.92,5.7,0,AVERAGE,MEDIUM_RISK
STU00118,MECH,F,2023,HIGH,89.85499999999999,25.0,25.0,15.0,25.0,75.325,57.0,166.5,97.11,50.07,7.0,8.22,0,AVERAGE,MEDIUM_RISK
STU00119,ECE,M,2024,LOW,79.57333333333334,49.51666666666667,20.726666666666667,13.783333333333333,24.41333333333333,55.75666666666666,33.666666666666664,78.66666666666667,39.45333333333333,26.599999999999998,7.28,7.11,0,GOOD,LOW_RISK
STU00120,EEE,F,2024,HIGH,84.27250000000001,50.0,25.0,15.0,25.0,68.87,34.25,96.0,54.125,18.0675,7.81,8.18,0,GOOD,LOW_RISK
STU00121,CIVIL,M,2022,LOW,76.355,50.0,23.808333333333334,14.393333333333333,21.723333333333333,70.09333333333333,37.0,98.83333333333333,55.635,19.245,8.03,8.15,0,GOOD,LOW_RISK
STU00122,IT,F,2023,LOW,70.16,50.0,25.0,13.91,21.79,46.46,11.0,74.0,51.14,17.759999999999998,6.4,6.69,0,AVERAGE,MEDIUM_RISK
STU00123,EEE,F,2024,MEDIUM,73.4475,40.724999999999994,24.3625,11.435,23.44,46.18,23.75,57.5,43.5675,16.95,6.42,6.13,0,AVERAGE,MEDIUM_RISK
STU00124,EEE,M,2022,HIGH,81.9075,47.735,24.75,12.7225,22.9675,61.7925,43.75,69.5,60.335,23.06,6.46,7.3,0,AVERAGE,MEDIUM_RISK
STU00125,ECE,M,2022,MEDIUM,65.60499999999999,27.3675,14.81,10.355,14.2125,31.884999999999998,15.25,14.75,6.6850000000000005,8.565,7.12,4.17,0,GOOD,LOW_RISK
STU00126,CSE,F,2022,HIGH,66.95599999999999,41.538,23.064,13.842000000000002,21.246000000000002,51.192,18.2,61.8,33.714,14.382,5.96,6.38,0,AVERAGE,MEDIUM_RISK
STU00127,CSE,F,2022,HIGH,80.348,46.8,22.956,14.716,21.022,59.260000000000005,27.2,67.8,44.233999999999995,18.068,7.63,7.5,0,GOOD,LOW_RISK
STU00128,EEE,F,2022,MEDIUM,81.32833333333333,38.068333333333335,20.22,14.311666666666667,23.455,56.48333333333333,38.5,83.0,53.723333333333336,28.661666666666665,8.07,7.21,0,GOOD,LOW_RISK
STU00129,IT,M,2023,MEDIUM,89.55,50.0,24.290000000000003,15.0,25.0,78.57,49.666666666666664,114.66666666666667,90.47333333333331,37.5,8.74,8.1,0,EXCELLENT,LOW_RISK
STU00130,CSE,M,2023,HIGH,73.965,50.0,25.0,11.025,25.0,79.675,38.0,118.0,66.38,29.369999999999997,9.53,8.6,0,EXCELLENT,LOW_RISK
STU00131,CIVIL,F,2021,LOW,68.27,25.926666666666666,15.063333333333333,9.093333333333334,15.486666666666666,38.88,1.0,0.0,8.863333333333333,5.43,4.86,3.92,0,AT_RISK,HIGH_RISK
STU00132,ECE,M,2023,HIGH,79.712,48.6,21.71,14.36,24.130000000000003,64.19800000000001,26.4,56.4,54.434000000000005,14.24,6.89,7.43,0,AVERAGE,MEDIUM_RISK
STU00133,IT,F,2022,MEDIUM,71.095,50.0,17.465,9.995000000000001,18.7,46.224999999999994,34.5,54.5,37.95,18.125,6.08,6.18,0,AVERAGE,MEDIUM_RISK
STU00134,MECH,F,2024,LOW,77.81,41.215,22.66,11.3125,18.119999999999997,48.4625,27.25,35.5,25.572499999999998,11.7575,5.91,6.26,0,AVERAGE,MEDIUM_RISK
STU00135,ECE,M,2022,LOW,85.10499999999999,42.400000000000006,19.89,15.0,25.0,50.695,21.0,77.5,44.305,20.48,6.1,5.92,0,AVERAGE,MEDIUM_RISK
STU00136,ECE,M,2021,HIGH,74.33,37.325,11.190000000000001,15.0,25.0,58.76,13.5,65.0,37.245000000000005,12.85,7.52,6.48,0,GOOD,LOW_RISK
STU00137,MECH,F,2021,MEDIUM,68.14,33.68,20.826666666666668,10.733333333333334,19.473333333333333,41.26,11.333333333333334,53.0,22.963333333333335,5.21,6.18,5.49,0,AVERAGE,MEDIUM_RISK
STU00138,CSE,F,2022,LOW,67.16333333333334,32.20666666666667,18.006666666666664,10.33,20.156666666666666,49.43666666666667,8.666666666666666,27.333333333333332,13.6,6.993333333333333,5.63,5.92,0,AVERAGE,MEDIUM_RISK
STU00139,CIVIL,M,2021,HIGH,81.0,46.1,25.0,10.995000000000001,23.735,52.21,45.0,45.5,31.225,2.0,7.13,6.87,0,GOOD,LOW_RISK
STU00140,ECE,F,2021,HIGH,72.96000000000001,46.17,21.78,13.05,25.0,53.755,54.0,38.5,52.175,25.74,7.41,6.94,0,GOOD,LOW_RISK
