student_id,department,gender,admission_year,entrance_score_band,attendance_percentage,internal_marks,assignment_marks,quiz_marks,lab_marks,final_marks,login_count,content_views,assignment_submission_rate,average_session_minutes,gpa,cgpa,backlogs,academic_status,student_risk,pc1,pc2,cluster
STU00039,ECE,F,2023,HIGH,88.25333333333333,50.0,25.0,15.0,25.0,73.38,42.66666666666666,132.33333333333334,85.93333333333334,36.84666666666667,7.26,8.27,0,GOOD,LOW_RISK,3.67896316183967,0.7421366427508821,0
STU00040,CIVIL,M,2021,LOW,76.31666666666666,50.0,24.326666666666668,10.87,23.80666666666667,41.51,21.0,80.0,48.48666666666667,19.33,6.09,6.49,0,AVERAGE,MEDIUM_RISK,-0.6158999744351641,-0.41510476211215813,1
STU00041,CSE,M,2022,MEDIUM,71.13,49.13333333333333,22.163333333333338,12.773333333333332,25.0,56.34333333333333,24.0,33.666666666666664,52.03,23.34,6.12,7.24,0,AVERAGE,MEDIUM_RISK,-0.30135315165793314,-0.5459605731398639,1
STU00042,CIVIL,M,2021,MEDIUM,90.9275,50.0,25.0,15.0,25.0,97.1325,58.5,170.5,96.575,35.1725,9.08,9.63,0,EXCELLENT,LOW_RISK,5.726424248509231,1.16214372673575,0
STU00043,CIVIL,F,2023,LOW,75.105,48.836666666666666,23.07166666666667,12.978333333333332,23.686666666666667,53.21333333333334,23.83333333333333,72.83333333333333,45.19833333333333,17.7,6.87,6.85,0,AVERAGE,MEDIUM_RISK,-0.17007848826934602,-0.5376731542516565,1
STU00044,ECE,F,2022,HIGH,75.91499999999999,50.0,25.0,15.0,25.0,66.68,43.0,113.0,78.805,26.57,7.66,7.6,0,GOOD,LOW_RISK,2.479808494635103,0.11012391360318628,0
STU00045,EEE,M,2023,HIGH,86.3275,48.5925,24.1225,14.73,23.835,63.0475,30.0,82.5,54.9125,23.4475,8.23,7.48,0,GOOD,LOW_RISK,1.6261156950333855,-0.235315619352244,0
STU00046,CSE,M,2021,HIGH,77.86,49.425,23.52,14.475,24.9225,55.0975,22.5,57.0,56.5825,27.355,7.13,7.14,0,GOOD,LOW_RISK,0.7040822070327538,-0.4582054843875589,1
STU00047,CIVIL,M,2021,HIGH,74.01599999999999,48.088,21.648,14.02,21.75,47.726,29.0,45.8,33.996,14.978,7.46,6.7,0,GOOD,LOW_RISK,-0.789572625394321,-0.8169090922348586,1
STU00048,IT,M,2021,LOW,81.6075,49.315,18.68,15.0,22.1375,52.0025,30.75,62.75,56.86,21.38,8.41,7.31,0,GOOD,LOW_RISK,0.5581527016998679,-0.3749913874603389,0
STU00049,MECH,F,2022,LOW,83.295,42.32,25.0,13.28,20.835,47.7,15.0,73.0,47.8,17.285,6.41,6.4,0,AVERAGE,MEDIUM_RISK,-0.7329953583969621,-0.3363984929198255,1
STU00050,CIVIL,F,2022,LOW,80.664,48.17,24.108,14.818,25.0,59.91799999999999,32.8,90.8,64.388,23.898,7.51,7.56,0,GOOD,LOW_RISK,1.6101116314361552,-0.14301563365371253,0
STU00051,CSE,F,2021,LOW,77.8375,42.98,19.4275,14.3425,21.0875,49.9525,32.0,38.75,34.965,18.575,5.76,5.98,0,AVERAGE,MEDIUM_RISK,-1.4228948673545092,-0.3032569122414356,1
STU00052,IT,M,2022,MEDIUM,82.725,50.0,17.38,13.36,16.98,42.975,17.0,58.5,41.175,31.96,6.17,6.46,0,AVERAGE,MEDIUM_RISK,-1.1650453795023128,-0.08399522516168396,1
STU00053,CSE,F,2022,MEDIUM,68.912,45.088,17.244,7.914,21.03,54.536,23.6,28.8,25.086,10.81,6.59,7.04,0,AVERAGE,MEDIUM_RISK,-2.587595925034321,-0.5800734053583356,1
STU00054,IT,F,2021,LOW,79.77,48.88666666666666,24.96333333333333,13.546666666666669,21.923333333333336,56.10666666666666,24.0,61.66666666666666,45.86333333333334,22.92333333333333,6.79,7.39,0,AVERAGE,MEDIUM_RISK,0.3012786785074232,-0.4306852519821495,1
STU00055,ECE,M,2023,HIGH,66.03666666666668,39.10333333333333,13.363333333333337,12.96,15.833333333333334,35.75,4.0,34.0,8.866666666666667,11.19,7.18,5.41,0,GOOD,LOW_RISK,-4.395698412684734,-1.022435275011577,1
STU00056,MECH,M,2023,HIGH,91.91,50.0,25.0,14.82,25.0,86.014,54.4,135.2,91.992,36.364,9.54,9.24,0,EXCELLENT,LOW_RISK,5.083467561710126,0.8343047740420962,0
STU00057,EEE,M,2023,MEDIUM,72.988,38.158,24.354,14.228,22.594,52.426,21.2,59.2,41.286,12.452000000000002,7.63,6.21,0,GOOD,LOW_RISK,-0.9797710723197631,-0.71122733666353,1
STU00058,CSE,M,2024,HIGH,91.1075,50.0,25.0,15.0,25.0,85.67,52.0,151.5,78.39750000000001,31.085,9.41,9.47,0,EXCELLENT,LOW_RISK,4.840979471680729,0.6803277770665461,0
STU00059,EEE,M,2023,LOW,91.676,50.0,25.0,15.0,25.0,68.026,58.8,139.0,85.67999999999999,32.506,8.12,8.02,0,GOOD,LOW_RISK,4.028134401295283,0.8198116649535947,0
STU00060,IT,F,2021,HIGH,85.565,41.66666666666666,23.74833333333333,14.448333333333332,25.0,77.35333333333334,46.66666666666666,100.0,72.395,37.88333333333333,9.12,8.53,0,EXCELLENT,LOW_RISK,3.237912320612482,0.5766631241117727,0
STU00061,IT,M,2021,LOW,92.7025,50.0,25.0,15.0,25.0,76.735,48.75,130.5,78.1575,34.495000000000005,8.56,8.91,0,EXCELLENT,LOW_RISK,4.246376629241214,0.663300908949123,0
STU00062,ECE,F,2021,MEDIUM,75.25833333333334,47.11333333333334,21.915000000000003,14.416666666666666,23.43,47.37833333333333,25.166666666666668,81.33333333333333,43.95,14.786666666666669,6.58,6.39,0,AVERAGE,MEDIUM_RISK,-0.4980763220731868,-0.535270545778445,1
STU00063,MECH,M,2022,HIGH,64.765,44.205,17.22,6.195,19.06,49.625,7.5,38.0,34.865,3.18,7.82,6.77,0,GOOD,LOW_RISK,-3.3919145915372297,-0.8949869061031227,1
STU00064,IT,F,2024,LOW,67.434,41.66,20.01,12.414,19.822,33.908,19.0,41.4,19.602,7.098000000000001,6.94,5.38,0,AVERAGE,MEDIUM_RISK,-3.1697236742458594,-1.0488132617487198,1
STU00065,ECE,M,2022,HIGH,92.95333333333332,50.0,25.0,14.263333333333334,23.65,73.95666666666666,59.0,121.66666666666669,73.80666666666667,25.64,7.93,8.15,0,GOOD,LOW_RISK,3.493841403670171,0.6630087650239906,0
STU00066,CIVIL,F,2022,HIGH,90.29666666666668,48.11333333333334,24.23333333333333,14.226666666666668,25.0,87.03666666666668,47.0,100.66666666666669,74.23666666666666,30.106666666666666,9.64,9.31,0,EXCELLENT,LOW_RISK,4.016677590247578,0.3906127574328173,0
STU00067,CIVIL,M,2021,HIGH,85.888,49.766,24.42,13.496,22.4,69.068,38.2,116.8,64.708,21.89,7.74,7.92,0,GOOD,LOW_RISK,2.116404378140296,0.20247937220846174,0
STU00068,MECH,F,2023,HIGH,85.36,50.0,25.0,15.0,25.0,81.375,58.5,75.5,67.875,31.815,8.51,9.1,0,EXCELLENT,LOW_RISK,3.667944909752393,0.2869430792971755,0
STU00069,CIVIL,M,2023,HIGH,95.23666666666666,50.0,25.0,15.0,25.0,77.68,48.66666666666666,125.66666666666669,78.2,36.59666666666667,8.9,8.74,0,EXCELLENT,LOW_RISK,4.394386800410077,0.6926688522056024,0
STU00070,EEE,F,2024,LOW,71.14333333333333,43.45666666666667,21.761666666666667,12.038333333333334,20.05,43.830000000000005,19.5,27.666666666666668,33.07,17.495,6.62,6.46,0,AVERAGE,MEDIUM_RISK,-2.036421890141115,-0.7403820900011583,1
STU00071,MECH,M,2022,MEDIUM,73.345,41.6625,19.985,14.09,19.525,53.79,18.75,33.0,35.225,17.935,5.38,6.63,0,AVERAGE,MEDIUM_RISK,-1.900622344525433,-0.46180748797859456,1
STU00072,MECH,F,2023,LOW,88.98400000000001,50.0,23.098000000000003,15.0,25.0,70.514,48.0,128.2,87.76599999999999,31.498,8.57,8.58,0,EXCELLENT,LOW_RISK,3.7787058357853276,0.6026067728638902,0
STU00073,IT,F,2022,HIGH,64.425,42.8875,16.927500000000002,12.79,15.8575,48.545,13.5,49.25,38.065,16.4775,6.99,6.22,0,AVERAGE,MEDIUM_RISK,-2.6974207587709578,-0.6319075962240337,1
STU00074,IT,M,2022,MEDIUM,66.42,36.77333333333333,21.366666666666664,10.79,21.17,36.24,6.0,17.666666666666668,26.826666666666668,5.576666666666667,3.8,5.01,1,AT_RISK,HIGH_RISK,-4.860289630971576,1.8589331044593027,1
STU00075,IT,F,2023,HIGH,87.87,49.994,25.0,15.0,25.0,68.416,41.4,104.4,86.934,26.96,9.27,8.21,0,EXCELLENT,LOW_RISK,3.4062348375094227,0.16022417180311066,0
STU00076,IT,F,2023,MEDIUM,80.57249999999999,49.9375,23.3725,15.0,25.0,67.125,36.0,110.25,72.445,32.67,7.65,7.88,0,GOOD,LOW_RISK,2.5140368802627653,0.20962430461533132,0
STU00077,IT,F,2022,MEDIUM,65.61,50.0,16.759999999999998,13.34,23.845,58.155,33.5,81.5,60.80500000000001,27.17,7.05,7.42,0,GOOD,LOW_RISK,0.2101808099224251,-0.13001860115151873,1
STU00078,IT,M,2023,LOW,68.924,43.18,16.622,13.09,18.134,52.606,13.6,38.2,30.83,4.486,4.68,6.77,0,AT_RISK,HIGH_RISK,-3.0999523938982803,-0.6611235667110633,1
STU00079,MECH,F,2022,LOW,74.66,37.5325,18.6325,11.8425,20.11,49.8325,11.75,51.75,34.04,7.6525,6.7,6.38,0,AVERAGE,MEDIUM_RISK,-2.540491084312928,-0.5677068793424546,1
STU00080,CIVIL,F,2024,LOW,72.73333333333333,45.24,17.526666666666667,11.0,17.0,58.38666666666668,29.666666666666668,68.33333333333333,27.826666666666668,15.476666666666668,6.59,7.26,0,AVERAGE,MEDIUM_RISK,-1.6664065821043985,-0.19766444688427834,1
STU00081,EEE,F,2022,HIGH,72.97,42.405,22.885,6.715,22.5,38.120000000000005,17.0,30.5,12.23,2.0,6.29,6.18,0,AVERAGE,MEDIUM_RISK,-3.3648481157279573,-0.9611442572292521,1
STU00082,CSE,F,2022,MEDIUM,68.02799999999999,44.35,23.008,13.288,19.610000000000003,51.526,32.4,67.6,44.992,13.282,7.61,7.03,0,GOOD,LOW_RISK,-0.7630176774873553,-0.5995736771993923,1
STU00083,ECE,M,2021,HIGH,76.88,40.755,16.465,10.495,23.61,61.34,28.5,71.0,54.185,6.855,6.65,6.14,0,AVERAGE,MEDIUM_RISK,-1.402212257350766,-0.03914178403802213,1
STU00084,CIVIL,M,2024,LOW,63.09,38.76,19.42,9.455,22.49,62.975,19.5,69.5,50.245000000000005,17.395,5.22,7.1,0,AVERAGE,MEDIUM_RISK,-1.8748908554935544,-0.038464668318038873,1
STU00085,CIVIL,F,2024,HIGH,74.47833333333334,40.335,19.6,13.995,22.285,50.28666666666667,23.5,54.16666666666666,51.38833333333333,15.65,6.05,6.51,0,AVERAGE,MEDIUM_RISK,-1.275282339578156,-0.30430890157810947,1
STU00086,CSE,M,2024,HIGH,95.24166666666667,50.0,25.0,15.0,25.0,75.55166666666666,61.16666666666666,150.33333333333334,91.90666666666668,46.225,8.28,8.49,0,GOOD,LOW_RISK,5.092662405387573,1.2926282609845403,0
STU00087,CSE,F,2022,MEDIUM,75.308,48.378,23.78,13.534,19.85,59.026,34.8,59.0,52.468,15.222,8.65,7.54,0,EXCELLENT,LOW_RISK,0.40017964776643095,-0.5899229820306631,0
STU00088,EEE,F,2023,LOW,77.14666666666666,34.553333333333335,18.313333333333333,12.12,19.433333333333334,45.11666666666667,26.33333333333333,5.0,22.77,14.15333333333333,4.31,5.03,0,AT_RISK,HIGH_RISK,-3.6165633758328153,-0.23611600411023723,1
STU00089,IT,F,2024,LOW,79.215,39.845,21.13,15.0,21.41,36.725,27.5,72.0,47.16,10.8,4.7,5.33,0,AT_RISK,HIGH_RISK,-1.8291679032476584,-0.20094369193263692,1
STU00090,MECH,F,2022,MEDIUM,88.888,50.0,25.0,14.764,22.86,68.856,49.2,84.6,71.928,29.446000000000005,7.51,8.12,0,GOOD,LOW_RISK,2.7314358673690347,0.35072347768620216,0
STU00091,EEE,F,2022,MEDIUM,66.08999999999999,48.02666666666666,22.95,12.17,20.71,64.52,27.666666666666668,58.66666666666666,33.4,24.256666666666664,7.25,7.73,0,GOOD,LOW_RISK,-0.316907004191907,-0.5469184283299388,1
STU00092,ECE,F,2023,MEDIUM,73.358,38.006,19.878,12.704,22.236,54.738,14.4,21.2,35.586,13.274,6.83,6.2,0,AVERAGE,MEDIUM_RISK,-2.1190599024442602,-0.6994158694526215,1
STU00093,ECE,M,2022,MEDIUM,62.20666666666667,28.75333333333333,12.51,6.676666666666667,13.773333333333332,35.346666666666664,4.333333333333333,36.66666666666666,17.99,17.150000000000002,4.88,4.29,0,AT_RISK,HIGH_RISK,-6.332801509423256,-0.0628616465377348,1
STU00094,CSE,M,2024,MEDIUM,75.16499999999999,35.96,11.5675,13.445,15.7775,38.4575,6.75,19.0,17.9925,9.95,4.11,5.2,0,AT_RISK,HIGH_RISK,-4.890339325128077,-0.41564839664462916,1
STU00095,CSE,F,2022,MEDIUM,77.12,50.0,25.0,15.0,25.0,62.07,37.5,80.5,54.11,20.4,9.01,8.0,0,EXCELLENT,LOW_RISK,1.8780610549333092,-0.562134996692053,0
STU00096,IT,M,2024,HIGH,88.5125,47.6625,25.0,15.0,24.5,67.8,40.5,123.25,73.32,20.3275,8.23,8.17,0,GOOD,LOW_RISK,2.80296109486342,0.20449982605964223,0
STU00097,CIVIL,F,2022,HIGH,86.82,49.2,23.94,12.53,22.24,45.61333333333334,7.333333333333333,69.33333333333333,47.84666666666666,28.686666666666667,5.99,6.96,0,AVERAGE,MEDIUM_RISK,-0.1890462272417649,-0.2630788064697836,1
STU00098,CSE,F,2024,LOW,81.365,47.135,24.973333333333333,14.795,23.54833333333333,63.83166666666667,35.333333333333336,86.83333333333333,55.99166666666667,28.49833333333333,7.03,7.27,0,GOOD,LOW_RISK,1.478645707244092,0.009582102941655493,0
STU00099,EEE,F,2022,HIGH,82.152,48.686,23.504,13.818,24.036,54.718,34.4,89.0,59.052,23.548,7.35,6.91,0,GOOD,LOW_RISK,1.0650864370198148,-0.0963094334456115,0
STU00100,CIVIL,M,2021,LOW,69.76333333333334,44.52333333333333,18.846666666666668,7.59,20.84,54.97666666666667,22.166666666666668,65.83333333333333,32.285,15.283333333333331,7.34,6.78,0,GOOD,LOW_RISK,-1.920800519956601,-0.35161995786620454,1
STU00101,ECE,F,2021,MEDIUM,72.785,50.0,16.59,10.605,21.605,58.2,17.0,79.5,32.985,17.83,7.21,7.34,0,GOOD,LOW_RISK,-1.063763423181754,-0.42534267839139506,1
STU00102,MECH,F,2023,MEDIUM,81.50999999999999,25.0,25.0,14.79,25.0,54.99,23.0,73.0,61.235,35.765,6.93,6.74,0,AVERAGE,MEDIUM_RISK,0.1949685619006329,0.40212336561342843,0
STU00103,MECH,F,2021,HIGH,73.67833333333333,43.81,21.631666666666664,13.086666666666666,21.655,68.37333333333333,23.666666666666668,57.0,46.55,24.70833333333333,6.55,7.53,0,AVERAGE,MEDIUM_RISK,-0.17092087104546524,-0.19333809165693078,1
STU00104,MECH,M,2022,HIGH,80.652,50.0,22.242,15.0,25.0,69.86800000000001,46.4,81.6,55.554,25.084,8.85,8.4,0,EXCELLENT,LOW_RISK,2.378336335902857,-0.15386871613388814,0
STU00105,CSE,M,2022,HIGH,69.952,47.374,19.636000000000003,12.276,21.714,47.742,19.4,54.8,33.556,16.118000000000002,5.35,6.62,0,AVERAGE,MEDIUM_RISK,-1.827714671999573,-0.5620631876366762,1
STU00106,ECE,M,2024,HIGH,78.6325,47.775,24.7275,14.3075,25.0,66.745,49.25,95.75,63.77,14.7125,9.24,7.94,0,EXCELLENT,LOW_RISK,2.1956463453129476,-0.26033987100029327,0
STU00107,EEE,F,2023,HIGH,81.246,50.0,24.972,14.038,25.0,65.774,23.4,83.6,68.28,33.748000000000005,9.06,8.15,0,EXCELLENT,LOW_RISK,2.3663749328146237,-0.23088875770742268,0
STU00108,ECE,M,2023,LOW,56.0125,25.6975,8.85,9.745,14.2875,30.99,2.75,13.75,25.02,3.355,5.13,4.3,0,AVERAGE,MEDIUM_RISK,-7.127122566518761,-0.5469178808304825,1
STU00109,IT,F,2024,LOW,87.185,49.54833333333334,24.391666666666666,14.018333333333333,25.0,68.17,41.5,98.66666666666669,76.27666666666666,29.35,8.37,7.89,0,GOOD,LOW_RISK,2.819958791241283,0.25681849554099107,0
STU00110,CSE,M,2023,LOW,67.54333333333334,29.75333333333333,20.35,11.726666666666668,14.746666666666668,45.56333333333333,5.0,64.66666666666667,31.69333333333333,6.016666666666667,6.45,5.31,0,AVERAGE,MEDIUM_RISK,-3.9852732313449857,-0.5191262862667779,1
STU00111,MECH,M,2024,MEDIUM,79.3,50.0,25.0,14.74,25.0,55.495000000000005,32.5,52.0,59.72,20.52,8.17,7.6,0,GOOD,LOW_RISK,1.2581285969472558,-0.6202143648297538,0
STU00112,CSE,F,2024,HIGH,77.41666666666667,48.48666666666667,24.59166666666667,14.13,22.51,60.13666666666666,38.66666666666666,100.16666666666669,56.655,24.48,7.52,7.21,0,GOOD,LOW_RISK,1.287687238878226,-0.0708341903454961,0
STU00113,EEE,F,2022,HIGH,66.32000000000001,40.17666666666667,21.346666666666664,14.806666666666668,15.833333333333334,46.46333333333333,13.333333333333334,34.0,21.84,20.46333333333333,6.22,6.07,0,AVERAGE,MEDIUM_RISK,-2.6827714699351035,-0.7984483018251065,1
STU00114,IT,F,2024,MEDIUM,81.72,49.6875,23.7275,14.02,22.87,76.5325,38.0,118.75,72.29,32.3775,8.41,8.19,0,GOOD,LOW_RISK,2.8130101259744613,0.3460097923067226,0
STU00115,MECH,F,2022,MEDIUM,78.224,46.128,24.328,12.913999999999998,22.242,52.122,31.0,62.8,49.77,24.476,6.26,6.63,0,AVERAGE,MEDIUM_RISK,-0.09790202083533807,-0.1742396207656194,1
STU00116,CIVIL,M,2024,HIGH,75.47999999999999,46.895,23.865,14.2,21.51,70.615,20.0,41.5,45.22,18.805,7.66,8.1,0,GOOD,LOW_RISK,0.32302975532448525,-0.6863749203356195,0
STU00117,ECE,F,2024,MEDIUM,65.855,42.98,22.745,8.075,21.8,44.81,14.0,42.0,23.125,10.84,6.92,5.7,0,AVERAGE,MEDIUM_RISK,-2.8967966959894635,-0.9056854838724975,1
STU00118,MECH,F,2023,HIGH,89.85499999999999,25.0,25.0,15.0,25.0,75.325,57.0,166.5,97.11,50.07,7.0,8.22,0,AVERAGE,MEDIUM_RISK,3.7100063274166124,2.0416580125652675,0
