student_id,course_id,course_name,department,semester
STU00025,ME304,Manufacturing Tech,MECH,4
STU00026,CE305,Transportation Eng,CIVIL,1
STU00026,CE303,Surveying,CIVIL,2
STU00026,CE302,Geotechnical Eng,CIVIL,3
STU00027,EC305,Microprocessors,ECE,1
STU00027,EC303,Communication Systems,ECE,2
STU00028,CS303,Operating Systems,CSE,1
STU00028,CS302,DBMS,CSE,2
STU00029,ME301,Thermodynamics,MECH,1
STU00029,ME303,Machine Design,MECH,2
STU00029,ME305,Heat Transfer,MECH,3
STU00029,ME304,Manufacturing Tech,MECH,4
STU00029,ME303,Machine Design,MECH,5
STU00029,ME303,Machine Design,MECH,6
STU00030,EE305,Circuit Theory,EEE,1
STU00030,EE302,Control Systems,EEE,2
STU00030,EE304,Power Electronics,EEE,3
STU00030,EE305,Circuit Theory,EEE,4
STU00030,EE305,Circuit Theory,EEE,5
STU00031,IT305,Mobile Computing,IT,1
STU00031,IT305,Mobile Computing,IT,2
STU00032,CS304,Computer Networks,CSE,1
STU00032,CS305,Data Warehousing and Mining,CSE,2
STU00032,CS305,Data Warehousing and Mining,CSE,3
STU00033,EC302,Digital Electronics,ECE,1
STU00033,EC304,VLSI Design,ECE,2
STU00033,EC302,Digital Electronics,ECE,3
STU00033,EC303,Communication Systems,ECE,4
STU00033,EC304,VLSI Design,ECE,5
STU00033,EC301,Signals and Systems,ECE,6
STU00034,ME303,Machine Design,MECH,1
STU00034,ME302,Fluid Mechanics,MECH,2
STU00034,ME305,Heat Transfer,MECH,3
STU00034,ME304,Manufacturing Tech,MECH,4
STU00034,ME301,Thermodynamics,MECH,5
STU00035,EC301,Signals and Systems,ECE,1
STU00035,EC303,Communication Systems,ECE,2
STU00035,EC304,VLSI Design,ECE,3
STU00036,ME301,Thermodynamics,MECH,1
STU00036,ME302,Fluid Mechanics,MECH,2
STU00036,ME302,Fluid Mechanics,MECH,3
STU00036,ME303,Machine Design,MECH,4
STU00036,ME305,Heat Transfer,MECH,5
STU00037,EE304,Power Electronics,EEE,1
STU00037,EE301,Power Systems,EEE,2
STU00038,EC305,Microprocessors,ECE,1
STU00038,EC301,Signals and Systems,ECE,2
STU00038,EC303,Communication Systems,ECE,3
STU00038,EC304,VLSI Design,ECE,4
STU00039,EC301,Signals and Systems,ECE,1
STU00039,EC305,Microprocessors,ECE,2
STU00039,EC304,VLSI Design,ECE,3
STU00040,CE305,Transportation Eng,CIVIL,1
STU00040,CE303,Surveying,CIVIL,2
STU00040,CE305,Transportation Eng,CIVIL,3
STU00041,CS304,Computer Networks,CSE,1
STU00041,CS302,DBMS,CSE,2
STU00041,CS302,DBMS,CSE,3
STU00042,CE304,Concrete Tech,CIVIL,1
STU00042,CE303,Surveying,CIVIL,2
STU00042,CE304,Concrete Tech,CIVIL,3
STU00042,CE301,Structural Analysis,CIVIL,4
STU00043,CE304,Concrete Tech,CIVIL,1
STU00043,CE302,Geotechnical Eng,CIVIL,2
STU00043,CE302,Geotechnical Eng,CIVIL,3
STU00043,CE304,Concrete Tech,CIVIL,4
STU00043,CE303,Surveying,CIVIL,5
STU00043,CE305,Transportation Eng,CIVIL,6
STU00044,EC302,Digital Electronics,ECE,1
STU00044,EC305,Microprocessors,ECE,2
STU00045,EE303,Electrical Machines,EEE,1
STU00045,EE305,Circuit Theory,EEE,2
STU00045,EE304,Power Electronics,EEE,3
STU00045,EE301,Power Systems,EEE,4
STU00046,CS303,Operating Systems,CSE,1
STU00046,CS302,DBMS,CSE,2
STU00046,CS302,DBMS,CSE,3
STU00046,CS304,Computer Networks,CSE,4
STU00047,CE301,Structural Analysis,CIVIL,1
STU00047,CE301,Structural Analysis,CIVIL,2
STU00047,CE304,Concrete Tech,CIVIL,3
STU00047,CE303,Surveying,CIVIL,4
STU00047,CE301,Structural Analysis,CIVIL,5
STU00048,IT305,Mobile Computing,IT,1
STU00048,IT303,Software Engineering,IT,2
STU00048,IT305,Mobile Computing,IT,3
STU00048,IT304,Information Security,IT,4
STU00049,ME302,Fluid Mechanics,MECH,1
STU00049,ME302,Fluid Mechanics,MECH,2
STU00050,CE302,Geotechnical Eng,CIVIL,1
STU00050,CE303,Surveying,CIVIL,2
STU00050,CE301,Structural Analysis,CIVIL,3
STU00050,CE302,Geotechnical Eng,CIVIL,4
STU00050,CE305,Transportation Eng,CIVIL,5
STU00051,CS304,Computer Networks,CSE,1
STU00051,CS302,DBMS,CSE,2
STU00051,CS302,DBMS,CSE,3
STU00051,CS303,Operating Systems,CSE,4
STU00052,IT304,Information Security,IT,1
STU00052,IT302,Cloud Computing,IT,2
STU00053,CS305,Data Warehousing and Mining,CSE,1
STU00053,CS301,Data Structures,CSE,2
STU00053,CS305,Data Warehousing and Mining,CSE,3
STU00053,CS301,Data Structures,CSE,4
STU00053,CS302,DBMS,CSE,5
STU00054,IT301,Web Technologies,IT,1
STU00054,IT305,Mobile Computing,IT,2
STU00054,IT305,Mobile Computing,IT,3
STU00055,EC301,Signals and Systems,ECE,1
STU00055,EC302,Digital Electronics,ECE,2
STU00055,EC301,Signals and Systems,ECE,3
STU00056,ME304,Manufacturing Tech,MECH,1
STU00056,ME302,Fluid Mechanics,MECH,2
STU00056,ME302,Fluid Mechanics,MECH,3
STU00056,ME303,Machine Design,MECH,4
STU00056,ME304,Manufacturing Tech,MECH,5
STU00057,EE302,Control Systems,EEE,1
STU00057,EE303,Electrical Machines,EEE,2
STU00057,EE304,Power Electronics,EEE,3
STU00057,EE304,Power Electronics,EEE,4
STU00057,EE301,Power Systems,EEE,5
STU00058,CS302,DBMS,CSE,1
STU00058,CS302,DBMS,CSE,2
STU00058,CS305,Data Warehousing and Mining,CSE,3
STU00058,CS301,Data Structures,CSE,4
STU00059,EE302,Control Systems,EEE,1
STU00059,EE304,Power Electronics,EEE,2
STU00059,EE304,Power Electronics,EEE,3
STU00059,EE305,Circuit Theory,EEE,4
STU00059,EE301,Power Systems,EEE,5
STU00060,IT301,Web Technologies,IT,1
STU00060,IT303,Software Engineering,IT,2
STU00060,IT304,Information Security,IT,3
STU00060,IT305,Mobile Computing,IT,4
STU00060,IT301,Web Technologies,IT,5
STU00060,IT305,Mobile Computing,IT,6
STU00061,IT304,Information Security,IT,1
STU00061,IT302,Cloud Computing,IT,2
STU00061,IT305,Mobile Computing,IT,3
STU00061,IT303,Software Engineering,IT,4
STU00062,EC304,VLSI Design,ECE,1
STU00062,EC304,VLSI Design,ECE,2
STU00062,EC301,Signals and Systems,ECE,3
STU00062,EC305,Microprocessors,ECE,4
STU00062,EC302,Digital Electronics,ECE,5
STU00062,EC301,Signals and Systems,ECE,6
STU00063,ME302,Fluid Mechanics,MECH,1
STU00063,ME303,Machine Design,MECH,2
STU00064,IT303,Software Engineering,IT,1
STU00064,IT305,Mobile Computing,IT,2
STU00064,IT305,Mobile Computing,IT,3
STU00064,IT304,Information Security,IT,4
STU00064,IT303,Software Engineering,IT,5
STU00065,EC305,Microprocessors,ECE,1
STU00065,EC301,Signals and Systems,ECE,2
STU00065,EC302,Digital Electronics,ECE,3
STU00066,CE302,Geotechnical Eng,CIVIL,1
STU00066,CE304,Concrete Tech,CIVIL,2
STU00066,CE302,Geotechnical Eng,CIVIL,3
STU00067,CE301,Structural Analysis,CIVIL,1
STU00067,CE301,Structural Analysis,CIVIL,2
STU00067,CE303,Surveying,CIVIL,3
STU00067,CE304,Concrete Tech,CIVIL,4
STU00067,CE301,Structural Analysis,CIVIL,5
STU00068,ME303,Machine Design,MECH,1
STU00068,ME302,Fluid Mechanics,MECH,2
STU00069,CE302,Geotechnical Eng,CIVIL,1
STU00069,CE305,Transportation Eng,CIVIL,2
STU00069,CE305,Transportation Eng,CIVIL,3
STU00070,EE305,Circuit Theory,EEE,1
STU00070,EE304,Power Electronics,EEE,2
STU00070,EE302,Control Systems,EEE,3
STU00070,EE301,Power Systems,EEE,4
STU00070,EE301,Power Systems,EEE,5
STU00070,EE301,Power Systems,EEE,6
STU00071,ME305,Heat Transfer,MECH,1
STU00071,ME303,Machine Design,MECH,2
STU00071,ME301,Thermodynamics,MECH,3
STU00071,ME304,Manufacturing Tech,MECH,4
STU00072,ME303,Machine Design,MECH,1
STU00072,ME303,Machine Design,MECH,2
STU00072,ME305,Heat Transfer,MECH,3
STU00072,ME303,Machine Design,MECH,4
STU00072,ME302,Fluid Mechanics,MECH,5
STU00073,IT303,Software Engineering,IT,1
STU00073,IT301,Web Technologies,IT,2
STU00073,IT301,Web Technologies,IT,3
STU00073,IT303,Software Engineering,IT,4
STU00074,IT304,Information Security,IT,1
STU00074,IT301,Web Technologies,IT,2
STU00074,IT302,Cloud Computing,IT,3
STU00075,IT303,Software Engineering,IT,1
STU00075,IT301,Web Technologies,IT,2
STU00075,IT304,Information Security,IT,3
STU00075,IT303,Software Engineering,IT,4
STU00075,IT303,Software Engineering,IT,5
STU00076,IT305,Mobile Computing,IT,1
STU00076,IT304,Information Security,IT,2
STU00076,IT304,Information Security,IT,3
STU00076,IT303,Software Engineering,IT,4
STU00077,IT304,Information Security,IT,1
STU00077,IT305,Mobile Computing,IT,2
STU00078,IT304,Information Security,IT,1
STU00078,IT301,Web Technologies,IT,2
STU00078,IT304,Information Security,IT,3
STU00078,IT302,Cloud Computing,IT,4
STU00078,IT305,Mobile Computing,IT,5
STU00079,ME304,Manufacturing Tech,MECH,1
STU00079,ME301,Thermodynamics,MECH,2
STU00079,ME303,Machine Design,MECH,3
STU00079,ME302,Fluid Mechanics,MECH,4
STU00080,CE305,Transportation Eng,CIVIL,1
STU00080,CE303,Surveying,CIVIL,2
STU00080,CE305,Transportation Eng,CIVIL,3
STU00081,EE305,Circuit Theory,EEE,1
STU00081,EE305,Circuit Theory,EEE,2
STU00082,CS301,Data Structures,CSE,1
STU00082,CS305,Data Warehousing and Mining,CSE,2
STU00082,CS303,Operating Systems,CSE,3
STU00082,CS305,Data Warehousing and Mining,CSE,4
STU00082,CS305,Data Warehousing and Mining,CSE,5
STU00083,EC304,VLSI Design,ECE,1
STU00083,EC302,Digital Electronics,ECE,2
STU00084,CE301,Structural Analysis,CIVIL,1
STU00084,CE303,Surveying,CIVIL,2
STU00085,CE304,Concrete Tech,CIVIL,1
STU00085,CE305,Transportation Eng,CIVIL,2
STU00085,CE303,Surveying,CIVIL,3
STU00085,CE302,Geotechnical Eng,CIVIL,4
STU00085,CE301,Structural Analysis,CIVIL,5
STU00085,CE301,Structural Analysis,CIVIL,6
STU00086,CS301,Data Structures,CSE,1
STU00086,CS304,Computer Networks,CSE,2
STU00086,CS301,Data Structures,CSE,3
STU00086,CS304,Computer Networks,CSE,4
STU00086,CS304,Computer Networks,CSE,5
STU00086,CS303,Operating Systems,CSE,6
STU00087,CS303,Operating Systems,CSE,1
STU00087,CS302,DBMS,CSE,2
STU00087,CS301,Data Structures,CSE,3
STU00087,CS301,Data Structures,CSE,4
STU00087,CS302,DBMS,CSE,5
STU00088,EE304,Power Electronics,EEE,1
STU00088,EE302,Control Systems,EEE,2
STU00088,EE305,Circuit Theory,EEE,3
STU00089,IT303,Software Engineering,IT,1
STU00089,IT302,Cloud Computing,IT,2
STU00090,ME301,Thermodynamics,MECH,1
STU00090,ME302,Fluid Mechanics,MECH,2
STU00090,ME304,Manufacturing Tech,MECH,3
STU00090,ME304,Manufacturing Tech,MECH,4
STU00090,ME304,Manufacturing Tech,MECH,5
STU00091,EE303,Electrical Machines,EEE,1
STU00091,EE301,Power Systems,EEE,2
STU00091,EE301,Power Systems,EEE,3
STU00092,EC304,VLSI Design,ECE,1
STU00092,EC305,Microprocessors,ECE,2
STU00092,EC301,Signals and Systems,ECE,3
STU00092,EC304,VLSI Design,ECE,4
STU00092,EC305,Microprocessors,ECE,5
STU00093,EC301,Signals and Systems,ECE,1
STU00093,EC304,VLSI Design,ECE,2
STU00093,EC305,Microprocessors,ECE,3
STU00094,CS304,Computer Networks,CSE,1
STU00094,CS301,Data Structures,CSE,2
STU00094,CS305,Data Warehousing and Mining,CSE,3
STU00094,CS304,Computer Networks,CSE,4
STU00095,CS302,DBMS,CSE,1
STU00095,CS302,DBMS,CSE,2
STU00096,IT304,Information Security,IT,1
STU00096,IT305,Mobile Computing,IT,2
STU00096,IT305,Mobile Computing,IT,3
STU00096,IT305,Mobile Computing,IT,4
STU00097,CE303,Surveying,CIVIL,1
STU00097,CE304,Concrete Tech,CIVIL,2
STU00097,CE304,Concrete Tech,CIVIL,3
STU00098,CS302,DBMS,CSE,1
STU00098,CS301,Data Structures,CSE,2
STU00098,CS302,DBMS,CSE,3
STU00098,CS302,DBMS,CSE,4
STU00098,CS305,Data Warehousing and Mining,CSE,5
STU00098,CS301,Data Structures,CSE,6
STU00099,EE303,Electrical Machines,EEE,1
STU00099,EE302,Control Systems,EEE,2
STU00099,EE301,Power Systems,EEE,3
STU00099,EE303,Electrical Machines,EEE,4
STU00099,EE302,Control Systems,EEE,5
STU00100,CE301,Structural Analysis,CIVIL,1
STU00100,CE303,Surveying,CIVIL,2
STU00100,CE301,Structural Analysis,CIVIL,3
STU00100,CE301,Structural Analysis,CIVIL,4
STU00100,CE304,Concrete Tech,CIVIL,5
STU00100,CE303,Surveying,CIVIL,6
STU00101,EC305,Microprocessors,ECE,1
STU00101,EC302,Digital Electronics,ECE,2
STU00102,ME304,Manufacturing Tech,MECH,1
STU00102,ME301,Thermodynamics,MECH,2
STU00103,ME305,Heat Transfer,MECH,1
STU00103,ME305,Heat Transfer,MECH,2
STU00103,ME305,Heat Transfer,MECH,3
STU00103,ME302,Fluid Mechanics,MECH,4
STU00103,ME302,Fluid Mechanics,MECH,5
STU00103,ME302,Fluid Mechanics,MECH,6
STU00104,ME305,Heat Transfer,MECH,1
STU00104,ME301,Thermodynamics,MECH,2
STU00104,ME303,Machine Design,MECH,3
STU00104,ME302,Fluid Mechanics,MECH,4
STU00104,ME302,Fluid Mechanics,MECH,5
STU00105,CS301,Data Structures,CSE,1
STU00105,CS304,Computer Networks,CSE,2
STU00105,CS303,Operating Systems,CSE,3
STU00105,CS301,Data Structures,CSE,4
STU00105,CS303,Operating Systems,CSE,5
STU00106,EC302,Digital Electronics,ECE,1
STU00106,EC305,Microprocessors,ECE,2
STU00106,EC302,Digital Electronics,ECE,3
STU00106,EC304,VLSI Design,ECE,4
STU00107,EE304,Power Electronics,EEE,1
STU00107,EE301,Power Systems,EEE,2
STU00107,EE302,Control Systems,EEE,3
STU00107,EE305,Circuit Theory,EEE,4
STU00107,EE301,Power Systems,EEE,5
STU00108,EC304,VLSI Design,ECE,1
STU00108,EC304,VLSI Design,ECE,2
STU00108,EC304,VLSI Design,ECE,3
STU00108,EC302,Digital Electronics,ECE,4
STU00109,IT303,Software Engineering,IT,1
STU00109,IT304,Information Security,IT,2
STU00109,IT303,Software Engineering,IT,3
STU00109,IT301,Web Technologies,IT,4
STU00109,IT305,Mobile Computing,IT,5
STU00109,IT304,Information Security,IT,6
STU00110,CS305,Data Warehousing and Mining,CSE,1
STU00110,CS303,Operating Systems,CSE,2
STU00110,CS302,DBMS,CSE,3
STU00111,ME301,Thermodynamics,MECH,1
STU00111,ME304,Manufacturing Tech,MECH,2
STU00112,CS305,Data Warehousing and Mining,CSE,1
STU00112,CS302,DBMS,CSE,2
STU00112,CS305,Data Warehousing and Mining,CSE,3
STU00112,CS305,Data Warehousing and Mining,CSE,4
STU00112,CS302,DBMS,CSE,5
STU00112,CS301,Data Structures,CSE,6
STU00113,EE303,Electrical Machines,EEE,1
STU00113,EE305,Circuit Theory,EEE,2
STU00113,EE301,Power Systems,EEE,3
STU00114,IT305,Mobile Computing,IT,1
STU00114,IT301,Web Technologies,IT,2
STU00114,IT301,Web Technologies,IT,3
STU00114,IT303,Software Engineering,IT,4
STU00115,ME303,Machine Design,MECH,1
STU00115,ME305,Heat Transfer,MECH,2
STU00115,ME303,Machine Design,MECH,3
STU00115,ME303,Machine Design,MECH,4
STU00115,ME304,Manufacturing Tech,MECH,5
STU00116,CE303,Surveying,CIVIL,1
STU00116,CE303,Surveying,CIVIL,2
STU00117,EC302,Digital Electronics,ECE,1
STU00117,EC304,VLSI Design,ECE,2
STU00118,ME301,Thermodynamics,MECH,1
STU00118,ME302,Fluid Mechanics,MECH,2
STU00119,EC304,VLSI Design,ECE,1
STU00119,EC303,Communication Systems,ECE,2
STU00119,EC305,Microprocessors,ECE,3
STU00120,EE305,Circuit Theory,EEE,1
STU00120,EE304,Power Electronics,EEE,2
STU00120,EE304,Power Electronics,EEE,3
STU00120,EE302,Control Systems,EEE,4
STU00121,CE302,Geotechnical Eng,CIVIL,1
STU00121,CE304,Concrete Tech,CIVIL,2
STU00121,CE305,Transportation Eng,CIVIL,3
STU00121,CE302,Geotechnical Eng,CIVIL,4
STU00121,CE304,Concrete Tech,CIVIL,5
STU00121,CE302,Geotechnical Eng,CIVIL,6
STU00122,IT305,Mobile Computing,IT,1
STU00122,IT301,Web Technologies,IT,2
STU00123,EE305,Circuit Theory,EEE,1
STU00123,EE301,Power Systems,EEE,2
STU00123,EE301,Power Systems,EEE,3
STU00123,EE303,Electrical Machines,EEE,4
STU00124,EE303,Electrical Machines,EEE,1
STU00124,EE301,Power Systems,EEE,2
STU00124,EE302,Control Systems,EEE,3
STU00124,EE301,Power Systems,EEE,4
STU00125,EC302,Digital Electronics,ECE,1
STU00125,EC304,VLSI Design,ECE,2
STU00125,EC301,Signals and Systems,ECE,3
STU00125,EC301,Signals and Systems,ECE,4
STU00126,CS304,Computer Networks,CSE,1
STU00126,CS305,Data Warehousing and Mining,CSE,2
STU00126,CS303,Operating Systems,CSE,3
STU00126,CS304,Computer Networks,CSE,4
STU00126,CS302,DBMS,CSE,5
STU00127,CS304,Computer Networks,CSE,1
STU00127,CS303,Operating Systems,CSE,2
STU00127,CS305,Data Warehousing and Mining,CSE,3
STU00127,CS304,Computer Networks,CSE,4
STU00127,CS304,Computer Networks,CSE,5
STU00128,EE301,Power Systems,EEE,1
STU00128,EE303,Electrical Machines,EEE,2
STU00128,EE302,Control Systems,EEE,3
STU00128,EE305,Circuit Theory,EEE,4
STU00128,EE305,Circuit Theory,EEE,5
STU00128,EE305,Circuit Theory,EEE,6
STU00129,IT305,Mobile Computing,IT,1
STU00129,IT305,Mobile Computing,IT,2
STU00129,IT304,Information Security,IT,3
STU00130,CS305,Data Warehousing and Mining,CSE,1
STU00130,CS301,Data Structures,CSE,2
STU00131,CE302,Geotechnical Eng,CIVIL,1
STU00131,CE301,Structural Analysis,CIVIL,2
STU00131,CE304,Concrete Tech,CIVIL,3
STU00132,EC301,Signals and Systems,ECE,1
STU00132,EC304,VLSI Design,ECE,2
STU00132,EC304,VLSI Design,ECE,3
STU00132,EC305,Microprocessors,ECE,4
STU00132,EC304,VLSI Design,ECE,5
STU00133,IT301,Web Technologies,IT,1
STU00133,IT305,Mobile Computing,IT,2
STU00134,ME302,Fluid Mechanics,MECH,1
STU00134,ME303,Machine Design,MECH,2
STU00134,ME302,Fluid Mechanics,MECH,3
STU00134,ME304,Manufacturing Tech,MECH,4
STU00135,EC305,Microprocessors,ECE,1
STU00135,EC302,Digital Electronics,ECE,2
STU00136,EC303,Communication Systems,ECE,1
STU00136,EC301,Signals and Systems,ECE,2
STU00137,ME304,Manufacturing Tech,MECH,1
STU00137,ME303,Machine Design,MECH,2
STU00137,ME301,Thermodynamics,MECH,3
STU00138,CS302,DBMS,CSE,1
STU00138,CS304,Computer Networks,CSE,2
STU00138,CS301,Data Structures,CSE,3
STU00139,CE303,Surveying,CIVIL,1
STU00139,CE305,Transportation Eng,CIVIL,2
STU00140,EC304,VLSI Design,ECE,1
STU00140,EC304,VLSI Design,ECE,2
STU00141,CE303,Surveying,CIVIL,1
STU00141,CE302,Geotechnical Eng,CIVIL,2
STU00142,ME305,Heat Transfer,MECH,1
STU00142,ME304,Manufacturing Tech,MECH,2
STU00142,ME305,Heat Transfer,MECH,3
STU00142,ME302,Fluid Mechanics,MECH,4
STU00143,EE302,Control Systems,EEE,1
STU00143,EE305,Circuit Theory,EEE,2
STU00143,EE305,Circuit Theory,EEE,3
STU00143,EE301,Power Systems,EEE,4
STU00143,EE304,Power Electronics,EEE,5
STU00143,EE302,Control Systems,EEE,6
STU00144,EE304,Power Electronics,EEE,1
STU00144,EE305,Circuit Theory,EEE,2
STU00145,CE303,Surveying,CIVIL,1
STU00145,CE305,Transportation Eng,CIVIL,2
STU00145,CE301,Structural Analysis,CIVIL,3
STU00145,CE305,Transportation Eng,CIVIL,4
STU00145,CE303,Surveying,CIVIL,5
STU00146,CS301,Data Structures,CSE,1
STU00146,CS305,Data Warehousing and Mining,CSE,2
STU00146,CS304,Computer Networks,CSE,3
STU00146,CS305,Data Warehousing and Mining,CSE,4
STU00146,CS303,Operating Systems,CSE,5
STU00147,EC303,Communication Systems,ECE,1
STU00147,EC303,Communication Systems,ECE,2
STU00147,EC302,Digital Electronics,ECE,3
STU00147,EC305,Microprocessors,ECE,4
STU00147,EC301,Signals and Systems,ECE,5
STU00148,IT305,Mobile Computing,IT,1
STU00148,IT301,Web Technologies,IT,2
STU00149,CS304,Computer Networks,CSE,1
STU00149,CS304,Computer Networks,CSE,2
STU00149,CS301,Data Structures,CSE,3
STU00150,CE301,Structural Analysis,CIVIL,1
STU00150,CE304,Concrete Tech,CIVIL,2
STU00150,CE304,Concrete Tech,CIVIL,3
STU00150,CE301,Structural Analysis,CIVIL,4
STU00150,CE304,Concrete Tech,CIVIL,5
STU00151,EE304,Power Electronics,EEE,1
STU00151,EE302,Control Systems,EEE,2
STU00151,EE303,Electrical Machines,EEE,3
STU00152,ME301,Thermodynamics,MECH,1
STU00152,ME302,Fluid Mechanics,MECH,2
STU00152,ME304,Manufacturing Tech,MECH,3
STU00153,EE303,Electrical Machines,EEE,1
STU00153,EE305,Circuit Theory,EEE,2
STU00154,CS302,DBMS,CSE,1
STU00154,CS301,Data Structures,CSE,2
STU00155,CE305,Transportation Eng,CIVIL,1
STU00155,CE302,Geotechnical Eng,CIVIL,2
STU00155,CE305,Transportation Eng,CIVIL,3
STU00155,CE301,Structural Analysis,CIVIL,4
STU00155,CE301,Structural Analysis,CIVIL,5
STU00155,CE303,Surveying,CIVIL,6
STU00156,CE303,Surveying,CIVIL,1
STU00156,CE301,Structural Analysis,CIVIL,2
STU00156,CE305,Transportation Eng,CIVIL,3
STU00156,CE301,Structural Analysis,CIVIL,4
STU00156,CE301,Structural Analysis,CIVIL,5
STU00156,CE304,Concrete Tech,CIVIL,6
STU00157,IT301,Web Technologies,IT,1
STU00157,IT304,Information Security,IT,2
STU00157,IT305,Mobile Computing,IT,3
STU00157,IT302,Cloud Computing,IT,4
STU00158,ME304,Manufacturing Tech,MECH,1
STU00158,ME303,Machine Design,MECH,2
STU00158,ME304,Manufacturing Tech,MECH,3
STU00158,ME303,Machine Design,MECH,4
STU00159,EC301,Signals and Systems,ECE,1
STU00159,EC304,VLSI Design,ECE,2
STU00159,EC302,Digital Electronics,ECE,3
STU00159,EC302,Digital Electronics,ECE,4
STU00159,EC303,Communication Systems,ECE,5
STU00159,EC301,Signals and Systems,ECE,6
STU00160,CE304,Concrete Tech,CIVIL,1
STU00160,CE305,Transportation Eng,CIVIL,2
STU00160,CE303,Surveying,CIVIL,3
STU00160,CE301,Structural Analysis,CIVIL,4
STU00160,CE302,Geotechnical Eng,CIVIL,5
STU00161,EC303,Communication Systems,ECE,1
STU00161,EC301,Signals and Systems,ECE,2
STU00162,CE304,Concrete Tech,CIVIL,1
STU00162,CE301,Structural Analysis,CIVIL,2
STU00163,CS304,Computer Networks,CSE,1
STU00163,CS301,Data Structures,CSE,2
STU00164,EE304,Power Electronics,EEE,1
STU00164,EE303,Electrical Machines,EEE,2
STU00165,ME301,Thermodynamics,MECH,1
STU00165,ME305,Heat Transfer,MECH,2
STU00166,ME304,Manufacturing Tech,MECH,1
