student_id,semester,gpa,backlogs,pass_fail,academic_status,cgpa
STU00038,3,6.53,0,PASS,AVERAGE,6.43
STU00038,4,6.77,0,PASS,AVERAGE,6.52
STU00039,1,9.72,0,PASS,EXCELLENT,9.72
STU00039,2,7.83,0,PASS,GOOD,8.78
STU00039,3,7.26,0,PASS,GOOD,8.27
STU00040,1,6.87,0,PASS,AVERAGE,6.87
STU00040,2,6.51,0,PASS,AVERAGE,6.69
STU00040,3,6.09,0,PASS,AVERAGE,6.49
STU00041,1,8.74,0,PASS,EXCELLENT,8.74
STU00041,2,6.87,0,PASS,AVERAGE,7.8
STU00041,3,6.12,0,PASS,AVERAGE,7.24
STU00042,1,10.0,0,PASS,EXCELLENT,10.0
STU00042,2,10.0,0,PASS,EXCELLENT,10.0
STU00042,3,9.45,0,PASS,EXCELLENT,9.82
STU00042,4,9.08,0,PASS,EXCELLENT,9.63
STU00043,1,6.2,0,PASS,AVERAGE,6.2
STU00043,2,7.15,0,PASS,GOOD,6.68
STU00043,3,8.13,0,PASS,GOOD,7.16
STU00043,4,5.93,0,PASS,AVERAGE,6.85
STU00043,5,6.82,0,PASS,AVERAGE,6.85
STU00043,6,6.87,0,PASS,AVERAGE,6.85
STU00044,1,7.54,0,PASS,GOOD,7.54
STU00044,2,7.66,0,PASS,GOOD,7.6
STU00045,1,7.58,0,PASS,GOOD,7.58
STU00045,2,7.67,0,PASS,GOOD,7.62
STU00045,3,6.42,0,PASS,AVERAGE,7.22
STU00045,4,8.23,0,PASS,GOOD,7.48
STU00046,1,7.11,0,PASS,GOOD,7.11
STU00046,2,6.93,0,PASS,AVERAGE,7.02
STU00046,3,7.38,0,PASS,GOOD,7.14
STU00046,4,7.13,0,PASS,GOOD,7.14
STU00047,1,7.42,0,PASS,GOOD,7.42
STU00047,2,4.36,1,PASS,AT_RISK,5.89
STU00047,3,7.63,0,PASS,GOOD,6.47
STU00047,4,6.65,0,PASS,AVERAGE,6.52
STU00047,5,7.46,0,PASS,GOOD,6.7
STU00048,1,6.57,0,PASS,AVERAGE,6.57
STU00048,2,6.94,0,PASS,AVERAGE,6.76
STU00048,3,7.33,0,PASS,GOOD,6.95
STU00048,4,8.41,0,PASS,GOOD,7.31
STU00049,1,6.4,0,PASS,AVERAGE,6.4
STU00049,2,6.41,0,PASS,AVERAGE,6.4
STU00050,1,7.48,0,PASS,GOOD,7.48
STU00050,2,8.35,0,PASS,GOOD,7.92
STU00050,3,7.68,0,PASS,GOOD,7.84
STU00050,4,6.76,0,PASS,AVERAGE,7.57
STU00050,5,7.51,0,PASS,GOOD,7.56
STU00051,1,7.26,0,PASS,GOOD,7.26
STU00051,2,6.01,0,PASS,AVERAGE,6.64
STU00051,3,4.87,0,PASS,AT_RISK,6.05
STU00051,4,5.76,0,PASS,AVERAGE,5.98
STU00052,1,6.74,0,PASS,AVERAGE,6.74
STU00052,2,6.17,0,PASS,AVERAGE,6.46
STU00053,1,6.94,0,PASS,AVERAGE,6.94
STU00053,2,8.24,0,PASS,GOOD,7.59
STU00053,3,6.96,0,PASS,AVERAGE,7.38
STU00053,4,6.47,0,PASS,AVERAGE,7.15
STU00053,5,6.59,0,PASS,AVERAGE,7.04
STU00054,1,7.68,0,PASS,GOOD,7.68
STU00054,2,7.71,0,PASS,GOOD,7.7
STU00054,3,6.79,0,PASS,AVERAGE,7.39
STU00055,1,4.17,3,FAIL,AT_RISK,4.17
STU00055,2,4.87,0,PASS,AT_RISK,4.52
STU00055,3,7.18,0,PASS,GOOD,5.41
STU00056,1,8.7,0,PASS,EXCELLENT,8.7
STU00056,2,8.42,0,PASS,GOOD,8.56
STU00056,3,9.75,0,PASS,EXCELLENT,8.96
STU00056,4,9.8,0,PASS,EXCELLENT,9.17
STU00056,5,9.54,0,PASS,EXCELLENT,9.24
STU00057,1,7.07,0,PASS,GOOD,7.07
STU00057,2,5.23,0,PASS,AVERAGE,6.15
STU00057,3,6.69,0,PASS,AVERAGE,6.33
STU00057,4,4.42,0,PASS,AT_RISK,5.85
STU00057,5,7.63,0,PASS,GOOD,6.21
STU00058,1,9.1,0,PASS,EXCELLENT,9.1
STU00058,2,9.44,0,PASS,EXCELLENT,9.27
STU00058,3,9.94,0,PASS,EXCELLENT,9.49
STU00058,4,9.41,0,PASS,EXCELLENT,9.47
STU00059,1,6.68,0,PASS,AVERAGE,6.68
STU00059,2,8.41,0,PASS,GOOD,7.54
STU00059,3,8.11,0,PASS,GOOD,7.73
STU00059,4,8.79,0,PASS,EXCELLENT,8.0
STU00059,5,8.12,0,PASS,GOOD,8.02
STU00060,1,8.66,0,PASS,EXCELLENT,8.66
STU00060,2,7.86,0,PASS,GOOD,8.26
STU00060,3,8.84,0,PASS,EXCELLENT,8.45
STU00060,4,9.24,0,PASS,EXCELLENT,8.65
STU00060,5,7.47,0,PASS,GOOD,8.41
STU00060,6,9.12,0,PASS,EXCELLENT,8.53
STU00061,1,8.73,0,PASS,EXCELLENT,8.73
STU00061,2,8.9,0,PASS,EXCELLENT,8.82
STU00061,3,9.43,0,PASS,EXCELLENT,9.02
STU00061,4,8.56,0,PASS,EXCELLENT,8.91
STU00062,1,7.08,0,PASS,GOOD,7.08
STU00062,2,6.13,0,PASS,AVERAGE,6.6
STU00062,3,6.2,0,PASS,AVERAGE,6.47
STU00062,4,6.36,0,PASS,AVERAGE,6.44
STU00062,5,6.01,0,PASS,AVERAGE,6.36
STU00062,6,6.58,0,PASS,AVERAGE,6.39
STU00063,1,5.72,0,PASS,AVERAGE,5.72
STU00063,2,7.82,0,PASS,GOOD,6.77
STU00064,1,5.3,0,PASS,AVERAGE,5.3
STU00064,2,5.09,0,PASS,AVERAGE,5.2
STU00064,3,4.79,0,PASS,AT_RISK,5.06
STU00064,4,4.79,0,PASS,AT_RISK,4.99
STU00064,5,6.94,0,PASS,AVERAGE,5.38
STU00065,1,8.77,0,PASS,EXCELLENT,8.77
STU00065,2,7.74,0,PASS,GOOD,8.25
STU00065,3,7.93,0,PASS,GOOD,8.15
STU00066,1,9.66,0,PASS,EXCELLENT,9.66
STU00066,2,8.63,0,PASS,EXCELLENT,9.14
STU00066,3,9.64,0,PASS,EXCELLENT,9.31
STU00067,1,7.97,0,PASS,GOOD,7.97
STU00067,2,7.19,0,PASS,GOOD,7.58
STU00067,3,9.17,0,PASS,EXCELLENT,8.11
STU00067,4,7.54,0,PASS,GOOD,7.97
STU00067,5,7.74,0,PASS,GOOD,7.92
STU00068,1,9.69,0,PASS,EXCELLENT,9.69
STU00068,2,8.51,0,PASS,EXCELLENT,9.1
STU00069,1,8.12,0,PASS,GOOD,8.12
STU00069,2,9.21,0,PASS,EXCELLENT,8.66
STU00069,3,8.9,0,PASS,EXCELLENT,8.74
STU00070,1,7.76,0,PASS,GOOD,7.76
STU00070,2,5.78,0,PASS,AVERAGE,6.77
STU00070,3,7.83,0,PASS,GOOD,7.12
STU00070,4,4.94,0,PASS,AT_RISK,6.58
STU00070,5,5.83,0,PASS,AVERAGE,6.43
STU00070,6,6.62,0,PASS,AVERAGE,6.46
STU00071,1,7.42,0,PASS,GOOD,7.42
STU00071,2,6.6,0,PASS,AVERAGE,7.01
STU00071,3,7.11,0,PASS,GOOD,7.04
STU00071,4,5.38,0,PASS,AVERAGE,6.63
STU00072,1,9.05,0,PASS,EXCELLENT,9.05
STU00072,2,7.62,0,PASS,GOOD,8.34
STU00072,3,8.25,0,PASS,GOOD,8.31
STU00072,4,9.43,0,PASS,EXCELLENT,8.59
STU00072,5,8.57,0,PASS,EXCELLENT,8.58
STU00073,1,5.37,0,PASS,AVERAGE,5.37
STU00073,2,5.5,0,PASS,AVERAGE,5.44
STU00073,3,7.02,0,PASS,GOOD,5.96
STU00073,4,6.99,0,PASS,AVERAGE,6.22
STU00074,1,6.43,0,PASS,AVERAGE,6.43
STU00074,2,4.81,0,PASS,AT_RISK,5.62
STU00074,3,3.8,1,PASS,AT_RISK,5.01
STU00075,1,8.1,0,PASS,GOOD,8.1
STU00075,2,8.32,0,PASS,GOOD,8.21
STU00075,3,7.02,0,PASS,GOOD,7.81
STU00075,4,8.36,0,PASS,GOOD,7.95
STU00075,5,9.27,0,PASS,EXCELLENT,8.21
STU00076,1,8.18,0,PASS,GOOD,8.18
STU00076,2,7.63,0,PASS,GOOD,7.9
STU00076,3,8.04,0,PASS,GOOD,7.95
STU00076,4,7.65,0,PASS,GOOD,7.88
STU00077,1,7.78,0,PASS,GOOD,7.78
STU00077,2,7.05,0,PASS,GOOD,7.42
STU00078,1,7.69,0,PASS,GOOD,7.69
STU00078,2,7.15,0,PASS,GOOD,7.42
STU00078,3,6.82,0,PASS,AVERAGE,7.22
STU00078,4,7.49,0,PASS,GOOD,7.29
STU00078,5,4.68,0,PASS,AT_RISK,6.77
STU00079,1,6.22,0,PASS,AVERAGE,6.22
STU00079,2,4.91,0,PASS,AT_RISK,5.56
STU00079,3,7.67,0,PASS,GOOD,6.27
STU00079,4,6.7,0,PASS,AVERAGE,6.38
STU00080,1,6.81,0,PASS,AVERAGE,6.81
STU00080,2,8.38,0,PASS,GOOD,7.6
STU00080,3,6.59,0,PASS,AVERAGE,7.26
STU00081,1,6.06,0,PASS,AVERAGE,6.06
STU00081,2,6.29,0,PASS,AVERAGE,6.18
STU00082,1,5.8,0,PASS,AVERAGE,5.8
STU00082,2,8.34,0,PASS,GOOD,7.07
STU00082,3,6.99,0,PASS,AVERAGE,7.04
STU00082,4,6.42,0,PASS,AVERAGE,6.89
STU00082,5,7.61,0,PASS,GOOD,7.03
STU00083,1,5.63,0,PASS,AVERAGE,5.63
STU00083,2,6.65,0,PASS,AVERAGE,6.14
STU00084,1,8.97,0,PASS,EXCELLENT,8.97
STU00084,2,5.22,0,PASS,AVERAGE,7.1
STU00085,1,6.95,0,PASS,AVERAGE,6.95
STU00085,2,5.36,1,PASS,AVERAGE,6.16
STU00085,3,5.78,0,PASS,AVERAGE,6.03
STU00085,4,7.69,0,PASS,GOOD,6.44
STU00085,5,7.21,0,PASS,GOOD,6.6
STU00085,6,6.05,0,PASS,AVERAGE,6.51
STU00086,1,8.49,0,PASS,GOOD,8.49
STU00086,2,9.72,0,PASS,EXCELLENT,9.1
STU00086,3,7.2,0,PASS,GOOD,8.47
STU00086,4,8.04,0,PASS,GOOD,8.36
STU00086,5,9.24,0,PASS,EXCELLENT,8.54
STU00086,6,8.28,0,PASS,GOOD,8.49
STU00087,1,7.69,0,PASS,GOOD,7.69
STU00087,2,6.43,0,PASS,AVERAGE,7.06
STU00087,3,8.21,0,PASS,GOOD,7.44
STU00087,4,6.72,0,PASS,AVERAGE,7.26
STU00087,5,8.65,0,PASS,EXCELLENT,7.54
STU00088,1,5.46,0,PASS,AVERAGE,5.46
STU00088,2,5.32,0,PASS,AVERAGE,5.39
STU00088,3,4.31,0,PASS,AT_RISK,5.03
STU00089,1,5.96,0,PASS,AVERAGE,5.96
STU00089,2,4.7,0,PASS,AT_RISK,5.33
STU00090,1,9.48,0,PASS,EXCELLENT,9.48
STU00090,2,6.88,0,PASS,AVERAGE,8.18
STU00090,3,9.49,0,PASS,EXCELLENT,8.62
STU00090,4,7.25,0,PASS,GOOD,8.28
STU00090,5,7.51,0,PASS,GOOD,8.12
STU00091,1,8.67,0,PASS,EXCELLENT,8.67
STU00091,2,7.27,0,PASS,GOOD,7.97
STU00091,3,7.25,0,PASS,GOOD,7.73
STU00092,1,4.67,0,PASS,AT_RISK,4.67
STU00092,2,8.62,0,PASS,EXCELLENT,6.64
STU00092,3,4.45,1,PASS,AT_RISK,5.91
STU00092,4,6.43,0,PASS,AVERAGE,6.04
STU00092,5,6.83,0,PASS,AVERAGE,6.2
STU00093,1,5.22,0,PASS,AVERAGE,5.22
STU00093,2,2.76,1,FAIL,AT_RISK,3.99
STU00093,3,4.88,0,PASS,AT_RISK,4.29
STU00094,1,5.92,0,PASS,AVERAGE,5.92
STU00094,2,4.04,0,PASS,AT_RISK,4.98
STU00094,3,6.73,0,PASS,AVERAGE,5.56
STU00094,4,4.11,0,PASS,AT_RISK,5.2
STU00095,1,6.98,0,PASS,AVERAGE,6.98
STU00095,2,9.01,0,PASS,EXCELLENT,8.0
STU00096,1,7.35,0,PASS,GOOD,7.35
STU00096,2,9.57,0,PASS,EXCELLENT,8.46
STU00096,3,7.54,0,PASS,GOOD,8.15
STU00096,4,8.23,0,PASS,GOOD,8.17
STU00097,1,6.95,0,PASS,AVERAGE,6.95
STU00097,2,7.93,0,PASS,GOOD,7.44
STU00097,3,5.99,0,PASS,AVERAGE,6.96
STU00098,1,6.35,0,PASS,AVERAGE,6.35
STU00098,2,7.51,0,PASS,GOOD,6.93
STU00098,3,7.54,0,PASS,GOOD,7.13
STU00098,4,8.31,0,PASS,GOOD,7.43
STU00098,5,6.89,0,PASS,AVERAGE,7.32
STU00098,6,7.03,0,PASS,GOOD,7.27
STU00099,1,6.54,0,PASS,AVERAGE,6.54
STU00099,2,6.54,0,PASS,AVERAGE,6.54
STU00099,3,6.63,0,PASS,AVERAGE,6.57
STU00099,4,7.47,0,PASS,GOOD,6.8
STU00099,5,7.35,0,PASS,GOOD,6.91
STU00100,1,6.79,0,PASS,AVERAGE,6.79
STU00100,2,7.15,0,PASS,GOOD,6.97
STU00100,3,5.39,0,PASS,AVERAGE,6.44
STU00100,4,6.94,0,PASS,AVERAGE,6.57
STU00100,5,7.08,0,PASS,GOOD,6.67
STU00100,6,7.34,0,PASS,GOOD,6.78
STU00101,1,7.46,0,PASS,GOOD,7.46
STU00101,2,7.21,0,PASS,GOOD,7.34
STU00102,1,6.56,0,PASS,AVERAGE,6.56
STU00102,2,6.93,0,PASS,AVERAGE,6.74
STU00103,1,6.17,0,PASS,AVERAGE,6.17
STU00103,2,7.45,0,PASS,GOOD,6.81
STU00103,3,7.97,0,PASS,GOOD,7.2
STU00103,4,8.13,0,PASS,GOOD,7.43
STU00103,5,8.89,0,PASS,EXCELLENT,7.72
STU00103,6,6.55,0,PASS,AVERAGE,7.53
STU00104,1,8.43,0,PASS,GOOD,8.43
STU00104,2,8.51,0,PASS,EXCELLENT,8.47
STU00104,3,9.22,0,PASS,EXCELLENT,8.72
STU00104,4,7.0,0,PASS,AVERAGE,8.29
STU00104,5,8.85,0,PASS,EXCELLENT,8.4
STU00105,1,7.99,0,PASS,GOOD,7.99
STU00105,2,7.13,0,PASS,GOOD,7.56
STU00105,3,6.66,0,PASS,AVERAGE,7.26
STU00105,4,5.95,0,PASS,AVERAGE,6.93
STU00105,5,5.35,0,PASS,AVERAGE,6.62
STU00106,1,7.45,0,PASS,GOOD,7.45
STU00106,2,7.0,0,PASS,AVERAGE,7.22
STU00106,3,8.05,0,PASS,GOOD,7.5
STU00106,4,9.24,0,PASS,EXCELLENT,7.94
STU00107,1,9.05,0,PASS,EXCELLENT,9.05
STU00107,2,8.26,0,PASS,GOOD,8.66
STU00107,3,7.85,0,PASS,GOOD,8.39
STU00107,4,6.52,0,PASS,AVERAGE,7.92
STU00107,5,9.06,0,PASS,EXCELLENT,8.15
STU00108,1,4.89,1,PASS,AT_RISK,4.89
STU00108,2,2.22,1,FAIL,AT_RISK,3.56
STU00108,3,4.97,1,PASS,AT_RISK,4.03
STU00108,4,5.13,0,PASS,AVERAGE,4.3
STU00109,1,8.18,0,PASS,GOOD,8.18
STU00109,2,8.03,0,PASS,GOOD,8.1
STU00109,3,8.82,0,PASS,EXCELLENT,8.34
STU00109,4,6.47,0,PASS,AVERAGE,7.88
STU00109,5,7.47,0,PASS,GOOD,7.79
STU00109,6,8.37,0,PASS,GOOD,7.89
STU00110,1,4.0,2,FAIL,AT_RISK,4.0
STU00110,2,5.48,0,PASS,AVERAGE,4.74
STU00110,3,6.45,0,PASS,AVERAGE,5.31
STU00111,1,7.04,0,PASS,GOOD,7.04
STU00111,2,8.17,0,PASS,GOOD,7.6
STU00112,1,6.63,0,PASS,AVERAGE,6.63
STU00112,2,7.44,0,PASS,GOOD,7.04
STU00112,3,8.52,0,PASS,EXCELLENT,7.53
STU00112,4,6.63,0,PASS,AVERAGE,7.3
STU00112,5,6.51,0,PASS,AVERAGE,7.15
STU00112,6,7.52,0,PASS,GOOD,7.21
STU00113,1,6.27,0,PASS,AVERAGE,6.27
STU00113,2,5.71,0,PASS,AVERAGE,5.99
STU00113,3,6.22,0,PASS,AVERAGE,6.07
STU00114,1,8.63,0,PASS,EXCELLENT,8.63
STU00114,2,7.68,0,PASS,GOOD,8.16
STU00114,3,8.03,0,PASS,GOOD,8.11
STU00114,4,8.41,0,PASS,GOOD,8.19
STU00115,1,7.76,0,PASS,GOOD,7.76
STU00115,2,5.9,0,PASS,AVERAGE,6.83
STU00115,3,6.74,0,PASS,AVERAGE,6.8
STU00115,4,6.49,0,PASS,AVERAGE,6.72
STU00115,5,6.26,0,PASS,AVERAGE,6.63
STU00116,1,8.54,0,PASS,EXCELLENT,8.54
STU00116,2,7.66,0,PASS,GOOD,8.1
STU00117,1,4.48,0,PASS,AT_RISK,4.48
STU00117,2,6.92,0,PASS,AVERAGE,5.7
STU00118,1,9.43,0,PASS,EXCELLENT,9.43
STU00118,2,7.0,0,PASS,AVERAGE,8.22
STU00119,1,6.61,0,PASS,AVERAGE,6.61
STU00119,2,7.45,0,PASS,GOOD,7.03
STU00119,3,7.28,0,PASS,GOOD,7.11
STU00120,1,6.17,0,PASS,AVERAGE,6.17
STU00120,2,8.76,0,PASS,EXCELLENT,7.46
STU00120,3,10.0,0,PASS,EXCELLENT,8.31
STU00120,4,7.81,0,PASS,GOOD,8.18
STU00121,1,7.91,0,PASS,GOOD,7.91
STU00121,2,7.32,0,PASS,GOOD,7.62
STU00121,3,8.06,0,PASS,GOOD,7.76
STU00121,4,8.99,0,PASS,EXCELLENT,8.07
STU00121,5,8.6,0,PASS,EXCELLENT,8.18
STU00121,6,8.03,0,PASS,GOOD,8.15
STU00122,1,6.98,0,PASS,AVERAGE,6.98
STU00122,2,6.4,0,PASS,AVERAGE,6.69
STU00123,1,6.31,0,PASS,AVERAGE,6.31
STU00123,2,7.78,0,PASS,GOOD,7.04
STU00123,3,4.01,0,PASS,AT_RISK,6.03
STU00123,4,6.42,0,PASS,AVERAGE,6.13
STU00124,1,8.46,0,PASS,GOOD,8.46
STU00124,2,7.17,0,PASS,GOOD,7.82
STU00124,3,7.11,0,PASS,GOOD,7.58
STU00124,4,6.46,0,PASS,AVERAGE,7.3
STU00125,1,3.4,1,FAIL,AT_RISK,3.4
STU00125,2,1.33,3,FAIL,AT_RISK,2.37
STU00125,3,4.82,0,PASS,AT_RISK,3.18
STU00125,4,7.12,0,PASS,GOOD,4.17
STU00126,1,7.23,0,PASS,GOOD,7.23
STU00126,2,6.1,0,PASS,AVERAGE,6.66
STU00126,3,5.41,0,PASS,AVERAGE,6.25
STU00126,4,7.22,0,PASS,GOOD,6.49
STU00126,5,5.96,0,PASS,AVERAGE,6.38
STU00127,1,7.45,0,PASS,GOOD,7.45
STU00127,2,7.3,0,PASS,GOOD,7.38
STU00127,3,7.46,0,PASS,GOOD,7.4
STU00127,4,7.65,0,PASS,GOOD,7.46
STU00127,5,7.63,0,PASS,GOOD,7.5
STU00128,1,5.63,0,PASS,AVERAGE,5.63
STU00128,2,8.11,0,PASS,GOOD,6.87
STU00128,3,7.05,0,PASS,GOOD,6.93
STU00128,4,7.49,0,PASS,GOOD,7.07
STU00128,5,6.92,0,PASS,AVERAGE,7.04
STU00128,6,8.07,0,PASS,GOOD,7.21
STU00129,1,8.37,0,PASS,GOOD,8.37
STU00129,2,7.18,0,PASS,GOOD,7.78
STU00129,3,8.74,0,PASS,EXCELLENT,8.1
STU00130,1,7.68,0,PASS,GOOD,7.68
STU00130,2,9.53,0,PASS,EXCELLENT,8.6
STU00131,1,3.88,1,FAIL,AT_RISK,3.88
STU00131,2,3.03,3,FAIL,AT_RISK,3.46
STU00131,3,4.86,0,PASS,AT_RISK,3.92
STU00132,1,6.52,0,PASS,AVERAGE,6.52
STU00132,2,7.28,0,PASS,GOOD,6.9
STU00132,3,7.39,0,PASS,GOOD,7.06
STU00132,4,9.05,0,PASS,EXCELLENT,7.56
STU00132,5,6.89,0,PASS,AVERAGE,7.43
STU00133,1,6.29,0,PASS,AVERAGE,6.29
STU00133,2,6.08,0,PASS,AVERAGE,6.18
STU00134,1,6.7,0,PASS,AVERAGE,6.7
STU00134,2,6.93,0,PASS,AVERAGE,6.82
